ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
P01730:Q15327,0.21720027747834666,0.759,P01730,Q15327,0.18,0.232,0.44,72.97,23.138,0.37,0.0,0,28.994,12.0,78.385,75.191,81.58,0.153,0.161,0.145,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:Q9HD26,0.1047992319759696,0.686,P01594,Q9HD26,0.1,0.138,0.29,67.19,25.455,0.34,0.0,0,30.348,12.0,76.284,63.359,89.21,0.118,0.117,0.118,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:Q01826,0.259059353076325,0.785,P01594,Q01826,0.4,0.366,0.23,61.51,27.926,0.57,0.015,5,29.72,11.82,64.79,89.319,40.262,0.228,0.279,0.176,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q8IVH8,0.28389799475182537,0.802,P01597,Q8IVH8,0.14,0.202,0.45,65.73,23.968,0.31,0.0,0,30.156,12.0,70.19,70.008,70.372,0.106,0.105,0.107,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q5T749,0.03841088476850234,0.636,P01730,Q5T749,0.14,0.192,0.4,51.12,27.702,0.52,0.0,0,31.399,12.0,63.013,91.808,34.219,0.13,0.136,0.124,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q92543,0.15795012579336237,0.73,P01597,Q92543,0.2,0.242,0.41,56.12,26.926,0.46,0.0,0,29.85,12.0,72.903,67.55,78.256,0.126,0.118,0.133,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q9C0I1,0.09487806672922615,0.667,P01730,Q9C0I1,0.14,0.218,0.53,73.12,23.284,0.31,0.0,0,31.107,12.0,83.624,81.135,86.113,0.107,0.106,0.107,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q2KHN1,0.0800881354821967,0.667,P10747,Q2KHN1,0.17,0.206,0.35,71.67,24.256,0.39,0.0,0,29.002,12.0,77.406,76.575,78.237,0.26,0.246,0.273,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q96MZ0,0.03221212776196071,0.636,P10747,Q96MZ0,0.14,0.208,0.48,66.98,22.969,0.35,0.008,1,29.705,11.9,55.167,44.334,66.001,0.17,0.167,0.172,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q86VY4,0.17238781564930444,0.73,P10747,Q86VY4,0.37,0.372,0.38,61.37,26.166,0.64,0.285,2786,29.3,8.576,63.053,55.359,70.747,0.467,0.457,0.476,0.026,0,-1,non-interacting pairs,not found in same PDB complex,False
P10768:P62877,0.12277572444683897,0.706,P10768,P62877,0.16,0.268,0.7,82.26,14.709,0.32,0.0,0,28.472,12.0,64.374,85.884,42.865,0.16,0.166,0.154,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q8NGF6,0.10397824302455501,0.686,P10826,Q8NGF6,0.21,0.26,0.46,72.63,21.242,0.35,0.018,12,27.766,11.779,75.595,85.369,65.822,0.203,0.238,0.167,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q9H0S4,0.11005727309601189,0.686,P10826,Q9H0S4,0.15,0.2,0.4,72.4,24.26,0.32,0.0,0,30.257,12.0,76.964,77.25,76.677,0.124,0.117,0.131,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:P54826,0.35686225540415334,0.843,P10809,P54826,0.37,0.398,0.51,67.22,21.761,0.52,0.052,992,27.368,11.377,65.998,57.395,74.6,0.29,0.304,0.276,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:P30838,0.32325368702869345,0.822,P10826,P30838,0.2,0.268,0.54,80.7,20.395,0.36,0.0,0,29.006,12.0,89.994,87.26,92.728,0.14,0.138,0.143,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q8TDM0,0.282020634456892,0.802,P10826,Q8TDM0,0.37,0.4,0.52,69.54,23.415,0.65,0.139,2102,29.469,10.335,77.518,85.805,69.23,0.259,0.273,0.245,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:Q9UBW8,0.08192468019192695,0.667,P10809,Q9UBW8,0.16,0.214,0.43,65.14,22.82,0.29,0.0,0,28.863,12.0,44.86,40.417,49.304,0.151,0.156,0.147,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:P22735,0.2413385230803008,0.778,P10826,P22735,0.42,0.45,0.57,74.09,22.063,0.56,0.125,1778,30.176,10.503,76.116,74.438,77.794,0.195,0.208,0.182,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q13683,0.3266985892992555,0.834,P10747,Q13683,0.21,0.266,0.49,70.44,24.726,0.36,0.0,0,30.8,12.0,75.77,79.755,71.786,0.14,0.136,0.144,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:Q9H9R9,0.057546908607365374,0.636,P10809,Q9H9R9,0.13,0.22,0.58,70.84,19.836,0.37,0.0,0,30.404,12.0,61.282,87.091,35.474,0.158,0.179,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10696:Q75N03,0.023942965379029693,0.559,P10696,Q75N03,0.19,0.254,0.51,64.43,24.642,0.48,0.0,0,31.245,12.0,64.639,91.112,38.167,0.164,0.169,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:P25098,0.27991739879670224,0.802,P10809,P25098,0.17,0.246,0.55,80.83,21.161,0.27,0.0,0,30.224,12.0,69.638,57.093,82.183,0.117,0.115,0.118,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P51991:Q16665,0.17122477476724873,0.73,P51991,Q16665,0.3,0.324,0.42,53.44,27.178,0.58,0.013,1,29.052,11.85,61.802,61.106,62.499,0.203,0.21,0.195,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q24JQ0,0.10134040634776087,0.686,O43567,Q24JQ0,0.22,0.274,0.49,66.12,21.806,0.36,0.0,0,26.893,12.0,68.993,68.171,69.816,0.224,0.224,0.225,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P18085,0.08082021624624049,0.667,O43567,P18085,0.21,0.24,0.36,67.21,23.646,0.33,0.0,0,29.043,12.0,71.495,82.837,60.153,0.176,0.164,0.188,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43583:O75175,0.44717967936583825,0.886,O43583,O75175,0.42,0.398,0.31,68.66,28.173,0.65,0.397,13230,29.055,7.241,82.215,73.004,91.425,0.481,0.446,0.516,0.048,0,-1,non-interacting pairs,not found in same PDB complex,False
O43633:P29972,0.11283587044672969,0.686,O43633,P29972,0.13,0.206,0.51,72.02,20.488,0.29,0.0,0,28.433,12.0,58.681,56.532,60.83,0.141,0.151,0.132,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43674:Q16676,0.12683053878176237,0.706,O43674,Q16676,0.09,0.114,0.21,53.47,29.107,0.34,0.0,0,31.203,12.0,65.873,75.53,56.217,0.106,0.11,0.102,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43583:P10827,0.20290643867226366,0.759,O43583,P10827,0.18,0.228,0.42,65.31,24.659,0.36,0.0,0,28.711,12.0,64.461,67.907,61.015,0.156,0.154,0.157,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43665:Q32MQ0,0.09043899873629044,0.667,O43665,Q32MQ0,0.22,0.226,0.25,42.58,30.221,0.63,0.0,0,31.059,12.0,74.829,94.586,55.072,0.212,0.226,0.199,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O43623:P21554,0.10390215059452221,0.686,O43623,P21554,0.16,0.222,0.47,56.69,24.762,0.43,0.0,0,29.153,12.0,57.14,50.887,63.392,0.222,0.216,0.227,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P55082,0.292738286542466,0.802,O43567,P55082,0.22,0.236,0.3,56.36,26.985,0.46,0.111,1201,29.086,10.671,76.766,76.981,76.551,0.195,0.193,0.197,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q9Y256,0.19138914459006837,0.74,O43567,Q9Y256,0.23,0.276,0.46,64.0,23.064,0.36,0.017,36,28.213,11.801,63.327,49.835,76.819,0.207,0.212,0.202,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P00533,0.24092522870470362,0.778,O43567,P00533,0.29,0.308,0.38,69.36,26.404,0.41,0.054,286,29.802,11.348,75.45,78.073,72.828,0.192,0.194,0.19,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43581:P32927,0.21629178567940527,0.759,O43581,P32927,0.18,0.218,0.37,64.29,27.674,0.44,0.054,327,30.946,11.352,68.906,72.974,64.838,0.165,0.169,0.161,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43665:Q9BQ04,0.18463657393504238,0.74,O43665,Q9BQ04,0.11,0.15,0.31,59.34,27.073,0.38,0.0,0,30.49,12.0,73.923,86.91,60.935,0.123,0.128,0.118,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43623:P52298,0.04846419799739231,0.636,O43623,P52298,0.36,0.366,0.39,61.58,24.617,0.54,0.03,196,28.176,11.643,83.634,74.598,92.67,0.323,0.267,0.378,0.022,0,-1,non-interacting pairs,not found in same PDB complex,False
O43674:Q71UI9,0.18040766016145757,0.74,O43674,Q71UI9,0.17,0.202,0.33,68.23,23.541,0.46,0.0,0,28.126,12.0,65.759,74.534,56.985,0.15,0.168,0.132,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43566:Q9NSC2,0.18272548159884042,0.74,O43566,Q9NSC2,0.2,0.208,0.24,45.23,30.383,0.21,0.0,0,31.103,12.0,49.512,51.836,47.188,0.11,0.111,0.11,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q9H5F2,0.17872585200699945,0.74,O43567,Q9H5F2,0.2,0.236,0.38,60.52,24.932,0.41,0.015,4,29.482,11.825,74.679,92.316,57.042,0.279,0.312,0.246,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
O43665:P49336,0.2316202366593638,0.778,O43665,P49336,0.12,0.206,0.55,68.76,21.749,0.33,0.0,0,30.103,12.0,85.051,74.545,95.556,0.117,0.11,0.124,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q5JUK9,0.06135146520786215,0.636,O43567,Q5JUK9,0.16,0.208,0.4,61.79,23.508,0.42,0.213,978,29.503,9.446,71.029,96.432,45.627,0.487,0.412,0.562,0.071,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q5T619,0.14986709693834835,0.714,O43567,Q5T619,0.29,0.292,0.3,58.59,27.928,0.5,0.0,0,30.37,12.0,81.181,86.104,76.258,0.236,0.231,0.242,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P01210:Q13794,0.018946300213153546,0.559,P01210,Q13794,0.18,0.196,0.26,56.41,26.177,0.62,0.026,37,28.22,11.685,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:P49756,0.041932351748215746,0.636,A0A0B4J268,P49756,0.17,0.186,0.25,62.91,28.969,0.47,0.0,0,30.97,12.0,81.035,74.374,87.696,0.124,0.133,0.114,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J1U6:Q15828,0.15253252262532413,0.714,A0A0B4J1U6,Q15828,0.14,0.204,0.46,73.23,19.569,0.33,0.0,0,26.656,12.0,75.45,81.286,69.615,0.164,0.156,0.172,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:P15311,0.14111539029085132,0.714,A0A0B4J268,P15311,0.13,0.228,0.62,76.73,19.189,0.26,0.0,0,29.883,12.0,81.616,74.557,88.674,0.112,0.112,0.113,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A096LNW5:Q6Y7W6,0.20777074594891806,0.759,A0A096LNW5,Q6Y7W6,0.18,0.188,0.22,57.68,30.15,0.53,0.0,0,31.358,12.0,78.965,78.663,79.268,0.112,0.118,0.105,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:P46783,0.11091022517599602,0.686,A0A0B4J268,P46783,0.15,0.198,0.39,63.15,22.567,0.38,0.0,0,27.418,12.0,81.87,79.28,84.46,0.206,0.206,0.205,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:A0A1B0GVZ6,0.19591384955602031,0.74,A0A0B4J268,A0A1B0GVZ6,0.37,0.364,0.34,61.79,25.81,0.73,0.045,40,29.743,11.462,72.738,90.187,55.289,0.282,0.338,0.226,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:Q86Y46,0.11004667737563452,0.686,A0A0B4J268,Q86Y46,0.08,0.108,0.22,70.88,28.196,0.42,0.0,0,31.477,12.0,91.779,87.282,96.277,0.096,0.096,0.096,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J1U6:P61158,0.10724027428985741,0.686,A0A0B4J1U6,P61158,0.13,0.248,0.72,84.16,14.176,0.28,0.0,0,28.605,12.0,82.966,70.678,95.254,0.132,0.129,0.135,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A087WV53:Q9HB96,0.49210934086733255,0.892,A0A087WV53,Q9HB96,0.25,0.282,0.41,68.7,24.759,0.39,0.0,0,28.502,12.0,81.096,81.215,80.977,0.159,0.164,0.154,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A024RBG1:Q53GS7,0.14589475881811553,0.714,A0A024RBG1,Q53GS7,0.36,0.382,0.47,74.7,24.719,0.55,0.0,0,27.701,12.0,81.082,73.377,88.788,0.231,0.239,0.223,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:P01743,0.19827840800108273,0.759,A0A0B4J268,P01743,0.54,0.556,0.62,70.89,13.979,0.67,0.358,12996,16.084,7.698,75.66,64.404,86.916,0.626,0.659,0.593,0.099,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J268:Q96R05,0.07006673201305545,0.667,A0A0B4J268,Q96R05,0.11,0.2,0.56,76.45,16.214,0.25,0.0,0,25.642,12.0,70.973,76.064,65.882,0.195,0.213,0.177,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A087WXM9:Q06323,0.022197062687215604,0.559,A0A087WXM9,Q06323,0.17,0.216,0.4,57.57,27.01,0.55,0.0,0,31.044,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J1U6:I6L899,0.07193050955166447,0.667,A0A0B4J1U6,I6L899,0.46,0.42,0.26,60.32,28.54,0.66,0.032,25,29.987,11.622,78.719,88.528,68.91,0.241,0.295,0.187,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A0B4J1U6:Q8N960,0.24307749028466558,0.778,A0A0B4J1U6,Q8N960,0.18,0.194,0.25,70.5,28.545,0.42,0.0,0,31.153,12.0,82.059,76.836,87.282,0.116,0.122,0.11,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01148:P15509,0.10124347420328322,0.686,P01148,P15509,0.17,0.25,0.57,69.45,20.559,0.45,0.042,1,28.425,11.5,66.194,43.071,89.318,0.215,0.17,0.26,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43557:P35713,0.038797502310183266,0.636,O43557,P35713,0.13,0.164,0.3,57.56,28.15,0.49,0.0,0,30.854,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O43513:Q8ND76,0.04850934678959126,0.636,O43513,Q8ND76,0.1,0.16,0.4,64.26,25.156,0.36,0.0,0,30.613,12.0,71.276,90.617,51.935,0.122,0.125,0.119,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43521:Q9H0C1,0.15946785015690607,0.73,O43521,Q9H0C1,0.23,0.3,0.58,62.19,20.373,0.44,0.097,1189,28.082,10.839,62.003,42.825,81.181,0.278,0.285,0.27,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O43566:P09651,0.4638971794765409,0.886,O43566,P09651,0.19,0.21,0.29,58.35,27.833,0.46,0.0,0,30.064,12.0,71.193,69.96,72.426,0.14,0.13,0.15,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43543:Q96L11,0.06199693678103328,0.636,O43543,Q96L11,0.24,0.316,0.62,65.98,18.575,0.5,0.021,4,28.022,11.75,57.44,70.554,44.326,0.256,0.31,0.203,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43557:Q96KF7,0.0,0.0,O43557,Q96KF7,0.13,0.192,0.44,72.43,23.246,0.42,0.0,0,29.315,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O43525:Q13427,0.29013557193936984,0.802,O43525,Q13427,0.17,0.2,0.32,51.53,29.348,0.21,0.0,0,31.164,12.0,54.064,47.639,60.488,0.1,0.099,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43557:Q5BKY6,0.022431742890989318,0.559,O43557,Q5BKY6,0.08,0.154,0.45,66.61,23.314,0.42,0.0,0,30.085,12.0,67.325,81.54,53.11,0.16,0.171,0.149,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43513:Q9HBV2,0.05708637119913712,0.636,O43513,Q9HBV2,0.12,0.156,0.3,64.35,26.408,0.41,0.0,0,30.249,12.0,84.728,90.581,78.874,0.159,0.171,0.146,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43505:Q15436,0.27287953877439325,0.802,O43505,Q15436,0.21,0.3,0.66,82.41,17.728,0.32,0.0,0,28.655,12.0,74.576,77.467,71.686,0.126,0.118,0.134,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43557:Q9UI46,0.049414891274915565,0.636,O43557,Q9UI46,0.12,0.19,0.47,71.0,24.874,0.38,0.0,0,30.935,12.0,71.113,71.427,70.799,0.104,0.107,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43566:Q9H974,0.27313195830787357,0.802,O43566,Q9H974,0.2,0.25,0.45,66.87,25.356,0.41,0.0,0,30.196,12.0,75.515,66.256,84.774,0.125,0.124,0.127,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43521:Q8IZA3,0.0,0.0,O43521,Q8IZA3,0.09,0.116,0.22,50.86,29.559,0.53,0.0,0,31.433,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O43513:Q92805,0.19795130170960648,0.759,O43513,Q92805,0.12,0.14,0.22,74.85,28.958,0.33,0.0,0,31.544,12.0,85.719,84.018,87.42,0.109,0.117,0.101,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43543:Q9BUI4,0.1102753938904816,0.686,O43543,Q9BUI4,0.31,0.366,0.59,70.39,18.635,0.4,0.0,0,24.945,12.0,64.847,57.615,72.08,0.175,0.176,0.175,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43543:O75446,0.10568332427393883,0.686,O43543,O75446,0.31,0.352,0.52,68.95,21.81,0.48,0.033,11,28.109,11.605,70.584,77.287,63.882,0.251,0.279,0.223,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O43566:Q9BQ87,0.582137253064108,0.924,O43566,Q9BQ87,0.21,0.248,0.4,67.27,26.345,0.4,0.065,1202,30.009,11.214,76.823,69.183,84.464,0.181,0.184,0.177,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43505:Q96RI1,0.21525499457625982,0.759,O43505,Q96RI1,0.25,0.29,0.45,63.71,24.224,0.4,0.083,1491,30.01,11.006,53.17,59.378,46.963,0.249,0.281,0.218,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43504:Q9NSA0,0.03327015112222073,0.636,O43504,Q9NSA0,0.14,0.246,0.67,71.22,15.872,0.25,0.0,0,29.643,12.0,72.147,80.9,63.394,0.148,0.15,0.147,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:Q8NHW4,0.1886993779431559,0.74,P29373,Q8NHW4,0.11,0.206,0.59,78.16,16.0,0.28,0.0,0,25.724,12.0,74.111,74.261,73.962,0.178,0.176,0.18,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P30281:Q8TAL5,0.3404639498287939,0.834,P30281,Q8TAL5,0.7,0.646,0.43,50.57,26.14,0.97,0.399,4794,28.633,7.214,68.629,90.504,46.755,0.376,0.381,0.37,0.023,0,-1,non-interacting pairs,not found in same PDB complex,False
P30281:Q7Z6G3,0.295337900302124,0.802,P30281,Q7Z6G3,0.26,0.296,0.44,67.71,24.031,0.42,0.0,0,28.895,12.0,70.748,88.506,52.99,0.171,0.185,0.157,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P30281:Q6ICH7,0.20103164545964722,0.759,P30281,Q6ICH7,0.14,0.2,0.44,71.83,22.167,0.32,0.0,0,29.64,12.0,77.416,68.963,85.869,0.118,0.113,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:Q9BXC0,0.05938820938650406,0.636,P29373,Q9BXC0,0.47,0.506,0.65,73.22,15.981,0.56,0.035,461,20.884,11.579,82.664,86.647,78.682,0.368,0.271,0.465,0.034,0,-1,non-interacting pairs,not found in same PDB complex,False
P29803:P40616,0.07288016200728406,0.667,P29803,P40616,0.11,0.21,0.61,77.65,17.756,0.24,0.0,0,29.146,12.0,63.814,71.929,55.698,0.112,0.115,0.109,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:Q96K19,0.10663865548142895,0.686,P29373,Q96K19,0.13,0.182,0.39,66.19,21.22,0.24,0.0,0,27.556,12.0,66.392,68.515,64.269,0.172,0.161,0.182,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:Q8TD30,0.0752049232472631,0.667,P29373,Q8TD30,0.24,0.326,0.67,79.53,15.216,0.37,0.0,0,25.717,12.0,73.524,68.115,78.933,0.232,0.226,0.238,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P30260:Q96J02,0.5239462984842564,0.91,P30260,Q96J02,0.23,0.262,0.39,66.34,27.086,0.41,0.0,0,30.975,12.0,66.829,67.12,66.538,0.147,0.145,0.149,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30153:Q9NUG4,0.14870152819290924,0.714,P30153,Q9NUG4,0.21,0.27,0.51,68.19,23.493,0.39,0.0,0,29.382,12.0,64.514,83.858,45.171,0.143,0.148,0.137,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30153:Q86YW0,0.2961189073252314,0.802,P30153,Q86YW0,0.19,0.26,0.54,82.29,19.367,0.27,0.0,0,28.786,12.0,83.176,83.229,83.122,0.117,0.119,0.114,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29374:Q6ZRR5,0.2836277733608362,0.802,P29374,Q6ZRR5,0.35,0.34,0.3,53.31,29.299,0.61,0.0,0,29.839,12.0,70.134,59.471,80.798,0.176,0.162,0.189,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P30153:Q9Y223,0.2099730572160722,0.759,P30153,Q9Y223,0.14,0.2,0.44,81.7,23.311,0.21,0.0,0,31.05,12.0,78.534,74.292,82.776,0.103,0.103,0.103,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P29374:P54136,0.5289108414257357,0.91,P29374,P54136,0.24,0.276,0.42,58.32,28.105,0.49,0.04,5,30.838,11.525,67.844,53.761,81.928,0.145,0.141,0.149,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29375:Q5XG85,0.30640786922107305,0.812,P29375,Q5XG85,0.27,0.306,0.45,64.05,26.149,0.46,0.0,0,30.237,12.0,57.775,83.307,32.242,0.132,0.135,0.129,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P29376:Q01718,0.3123689560463577,0.812,P29376,Q01718,0.31,0.322,0.37,66.57,24.785,0.41,0.0,0,28.245,12.0,57.201,53.855,60.548,0.162,0.154,0.17,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29373:Q5XX13,0.21320666552228318,0.759,P29373,Q5XX13,0.22,0.254,0.39,60.92,26.647,0.42,0.0,0,30.044,12.0,84.606,85.401,83.812,0.124,0.125,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P29375:Q5JTJ3,0.1529067055139629,0.714,P29375,Q5JTJ3,0.24,0.28,0.44,65.69,26.483,0.43,0.0,0,30.915,12.0,58.947,76.48,41.414,0.142,0.149,0.135,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10321:Q96F63,0.24546454059513528,0.778,P10321,Q96F63,0.16,0.204,0.38,65.11,24.673,0.37,0.0,0,29.584,12.0,63.403,86.827,39.978,0.16,0.168,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10523:P61081,0.21069509482219131,0.759,P10523,P61081,0.12,0.216,0.6,78.6,18.316,0.26,0.0,0,29.103,12.0,84.419,87.808,81.029,0.123,0.125,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10082:P31947,0.15794638336177444,0.73,P10082,P31947,0.32,0.396,0.7,74.33,14.154,0.52,0.149,1241,23.464,10.214,67.061,46.252,87.87,0.33,0.335,0.325,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
P10321:Q96S95,0.349116465898844,0.843,P10321,Q96S95,0.22,0.296,0.6,70.18,18.069,0.48,0.0,0,25.785,12.0,63.059,92.152,33.967,0.245,0.253,0.238,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P10412:Q16559,0.0,0.0,P10412,Q16559,0.08,0.112,0.24,60.63,27.36,0.43,0.0,0,30.842,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DW12:Q99836,0.2739192900289923,0.802,P0DW12,Q99836,0.11,0.152,0.32,64.36,25.43,0.29,0.0,0,30.164,12.0,72.119,63.716,80.523,0.133,0.126,0.14,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10589:P23919,0.16234152709039049,0.73,P10589,P23919,0.2,0.242,0.41,72.88,23.335,0.32,0.0,0,30.158,12.0,57.213,50.04,64.386,0.148,0.142,0.155,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10114:Q96H22,0.08415590221575217,0.667,P10114,Q96H22,0.14,0.214,0.51,71.78,20.602,0.26,0.0,0,29.606,12.0,82.256,79.459,85.052,0.12,0.121,0.12,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10244:P26447,0.23630452838189023,0.778,P10244,P26447,0.55,0.488,0.24,51.41,29.009,0.81,0.245,2179,29.434,9.058,71.377,67.03,75.723,0.418,0.437,0.4,0.027,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DUQ1:Q9UI95,0.1155415357733818,0.686,P0DUQ1,Q9UI95,0.24,0.318,0.63,74.59,17.32,0.34,0.0,0,26.287,12.0,74.443,69.338,79.548,0.198,0.183,0.212,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10153:P68871,0.17843549001108924,0.74,P10153,P68871,0.1,0.174,0.47,78.49,17.333,0.21,0.0,0,27.328,12.0,79.419,90.349,68.488,0.145,0.154,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DW11:Q99684,0.13065927606444938,0.706,P0DW11,Q99684,0.19,0.202,0.25,50.43,28.105,0.49,0.008,3,30.158,11.9,64.538,78.83,50.247,0.187,0.202,0.172,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
