ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,SLIRS,SLIRS_area,SLIRS_std,SLIRS_median,SLIRS_top5_avg,SLIRS_top10_avg,SLIRS_percentage,SC_LIS,SC_LIS_area,ICS_bin,ICS_log,mean_interface,compactness,total_interface_weight,LIP,PWID,ZIES,global_mean,global_std,interface_mean_z,ZCP,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q07955:Q13573,0.29171305283137844,0.802,Q07955,Q13573,0.12,0.168,0.36,73.3,26.617,0.54,0.0,0,31.276,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.208,0.0,0.0,0.004,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,20.448,0.0,0.0,-0.386,0.01,0.092,-0.107,-0.107,79.991,84.253,75.729,0.112,0.111,0.113,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q15393,0.15580407802641907,0.73,Q07955,Q15393,0.17,0.292,0.78,85.15,14.66,0.32,0.0,0,30.911,12.0,0.0,0.0,0.0,0.0,0.0,0.0,55.596,0.0,0.0,0.006,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,58.393,0.0,0.0,-1.248,0.007,0.082,-0.088,-0.088,75.695,62.459,88.931,0.111,0.106,0.115,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q13573:Q9Y333,0.09442078507149537,0.667,Q13573,Q9Y333,0.1,0.16,0.4,75.56,24.762,0.56,0.0,0,30.954,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.069,0.0,0.0,0.001,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,-0.468,0.012,0.101,-0.114,-0.114,87.022,89.495,84.55,0.102,0.104,0.1,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q13356:Q8IYB3,0.08649018365402707,0.667,Q13356,Q8IYB3,0.16,0.18,0.26,56.45,29.932,0.22,0.0,0,31.518,12.0,0.0,0.0,0.0,0.0,0.0,0.0,65.554,0.001,0.0,0.053,0.049,0.007,0.0,0.0,0.0,0.0,0.0,0.0,83.442,0.0,0.0,-0.215,0.006,0.065,-0.086,-0.086,65.849,89.196,42.503,0.157,0.165,0.15,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q07955,0.042023467686207454,0.636,O14776,Q07955,0.3,0.3,0.3,66.8,29.15,0.52,0.056,228,30.611,11.333,0.045,0.042,0.202,0.187,0.042,0.004,2313.568,0.031,0.0,0.879,0.856,0.425,0.0,186.412,1.0,0.0,0.004,0.064,2062.434,1.467,0.0,-0.235,0.006,0.072,-0.082,-0.082,88.177,89.193,87.16,0.356,0.392,0.319,0.029,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q15393,0.48423158764125157,0.892,O14776,Q15393,0.34,0.39,0.59,72.91,23.829,0.51,0.0,0,29.87,12.0,0.0,0.0,0.0,0.0,0.0,0.001,1393.086,0.002,0.0,0.094,0.089,0.052,0.0,0.0,0.0,0.0,0.001,0.0,1416.862,0.0,0.0,-0.573,0.004,0.061,-0.067,-0.067,68.451,48.181,88.721,0.165,0.158,0.171,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:P62306,0.0,0.0,O14776,P62306,0.13,0.156,0.26,66.63,29.319,0.4,0.0,0,31.366,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.616,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,11.916,0.0,0.0,-0.258,0.007,0.076,-0.089,-0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q12874,0.10573166130241844,0.686,O14776,Q12874,0.16,0.184,0.28,65.32,29.527,0.35,0.0,0,31.441,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.275,0.0,0.0,0.001,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,67.526,0.0,0.0,-0.245,0.005,0.066,-0.081,-0.081,74.585,72.345,76.824,0.104,0.101,0.107,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q9Y3B4,0.4380590012552206,0.878,O14776,Q9Y3B4,0.68,0.598,0.27,65.99,28.892,0.82,0.243,2270,30.011,9.087,0.156,0.221,0.708,0.682,0.827,0.008,2111.278,0.071,0.0,1.079,1.073,0.769,0.005,1333.207,1.0,0.006,0.008,0.788,2225.445,4.799,0.001,-0.233,0.007,0.075,-0.076,-0.076,78.678,75.597,81.76,0.443,0.412,0.473,0.036,-1,0,unclear (exclude for analysis),no physical interaction,False
P55081:Q9Y4Z0,0.0,0.0,P55081,Q9Y4Z0,0.07,0.096,0.2,67.29,28.777,0.43,0.0,0,31.615,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.997,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,6.722,0.0,0.0,-0.282,0.013,0.104,-0.126,-0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P62310:Q13573,0.08944117072468585,0.667,P62310,Q13573,0.19,0.232,0.4,73.56,24.665,0.62,0.0,0,30.164,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.303,0.001,0.0,0.014,0.014,0.028,0.0,0.0,0.0,0.0,0.0,0.0,28.03,0.0,0.0,-0.458,0.011,0.1,-0.114,-0.114,76.694,78.996,74.392,0.11,0.107,0.112,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q13573:Q9Y4Y9,0.09989060892263438,0.667,Q13573,Q9Y4Y9,0.14,0.194,0.41,74.48,24.619,0.58,0.0,0,30.21,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.247,0.0,0.0,0.002,0.002,0.015,0.0,0.0,0.0,0.0,0.0,0.0,14.046,0.0,0.0,-0.462,0.012,0.101,-0.115,-0.115,77.49,63.373,91.607,0.109,0.115,0.103,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62318:Q07955,0.10158228360231843,0.686,P62318,Q07955,0.14,0.164,0.26,67.12,25.592,0.35,0.0,0,30.107,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.599,0.001,0.0,0.022,0.021,0.025,0.0,0.0,0.0,0.0,0.0,0.0,17.035,0.0,0.0,-0.425,0.023,0.139,-0.162,-0.162,62.331,73.706,50.956,0.158,0.157,0.158,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8TAD8:Q9Y4Z0,0.1771484092156701,0.74,Q8TAD8,Q9Y4Z0,0.09,0.134,0.31,52.59,27.883,0.42,0.0,0,30.923,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.171,0.0,0.0,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,10.635,0.0,0.0,-0.342,0.014,0.108,-0.126,-0.126,84.843,88.752,80.934,0.116,0.119,0.114,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q9Y4Y9,0.32768678525398137,0.834,Q07955,Q9Y4Y9,0.74,0.688,0.48,70.08,20.809,0.84,0.554,11644,21.806,5.355,0.188,0.6,0.863,0.861,25.798,0.278,12555.739,0.46,0.001,1.193,1.193,27.818,0.2,9044.339,1.0,0.242,0.252,0.958,11383.186,4.688,0.078,-0.055,0.027,0.152,-0.163,-0.163,80.376,68.579,92.172,0.777,0.857,0.696,0.303,-1,0,unclear (exclude for analysis),no physical interaction,False
P62304:Q07955,0.3202211948453288,0.822,P62304,Q07955,0.72,0.674,0.49,71.02,20.566,0.84,0.557,12308,21.561,5.313,0.185,0.608,0.858,0.854,26.972,0.292,13317.315,0.472,0.001,1.193,1.193,29.184,0.215,9815.696,1.0,0.253,0.261,0.968,11924.871,4.715,0.082,-0.046,0.027,0.152,-0.163,-0.163,82.606,91.202,74.01,0.814,0.744,0.884,0.347,-1,0,unclear (exclude for analysis),no physical interaction,False
P09661:Q07955,0.31231432157319333,0.812,P09661,Q07955,0.14,0.196,0.42,72.53,24.106,0.36,0.0,0,28.919,12.0,0.0,0.0,0.0,0.0,0.0,0.001,172.056,0.004,0.0,0.053,0.049,0.136,0.0,0.0,0.0,0.0,0.001,0.0,151.815,0.0,0.0,-0.485,0.018,0.129,-0.138,-0.138,84.501,78.588,90.414,0.158,0.14,0.175,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q15427,0.2106782881272335,0.759,Q07955,Q15427,0.48,0.46,0.38,66.73,26.236,0.69,0.559,13243,27.851,5.293,0.173,0.608,0.85,0.846,6.297,0.075,15674.171,0.266,0.0,1.193,1.193,7.453,0.051,10819.129,1.0,0.059,0.065,0.908,13725.666,4.29,0.019,-0.155,0.012,0.103,-0.113,-0.113,85.868,80.028,91.708,0.827,0.866,0.788,0.376,-1,0,unclear (exclude for analysis),no physical interaction,False
P62310:Q8TAD8,0.041147233399480496,0.636,P62310,Q8TAD8,0.08,0.126,0.31,53.38,27.611,0.39,0.0,0,31.032,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.024,0.0,0.0,0.002,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,6.982,0.0,0.0,-0.364,0.015,0.112,-0.136,-0.136,71.567,57.678,85.457,0.122,0.11,0.135,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q15427,0.16425628743204235,0.73,O14776,Q15427,0.15,0.168,0.24,64.1,29.935,0.4,0.0,0,31.443,12.0,0.0,0.0,0.0,0.0,0.0,0.0,49.263,0.0,0.0,0.008,0.008,0.005,0.0,0.0,0.0,0.0,0.0,0.0,60.996,0.0,0.0,-0.216,0.005,0.066,-0.072,-0.072,54.568,63.079,46.056,0.116,0.116,0.115,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8TAD8:Q9UK45,0.028499315151008606,0.559,Q8TAD8,Q9UK45,0.07,0.118,0.31,56.84,27.78,0.4,0.0,0,31.182,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.976,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,5.784,0.0,0.0,-0.356,0.015,0.111,-0.137,-0.137,81.026,73.727,88.325,0.102,0.102,0.101,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
Q8TAD8:Q9Y4Y9,0.07535537762014094,0.667,Q8TAD8,Q9Y4Y9,0.08,0.128,0.32,53.75,27.521,0.4,0.0,0,30.864,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,6.578,0.0,0.0,-0.366,0.016,0.113,-0.138,-0.138,87.969,87.782,88.157,0.109,0.111,0.108,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q07955:Q8TAD8,0.1486511014636646,0.714,Q07955,Q8TAD8,0.18,0.208,0.32,61.23,27.332,0.47,0.0,0,29.969,12.0,0.0,0.0,0.0,0.0,0.0,0.001,264.265,0.006,0.0,0.182,0.169,0.135,0.0,0.0,0.0,0.0,0.001,0.0,231.807,0.0,0.0,-0.324,0.012,0.103,-0.117,-0.117,91.825,93.609,90.04,0.159,0.16,0.158,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
Q13573:Q9Y4Z0,0.03165623620470927,0.636,Q13573,Q9Y4Z0,0.09,0.15,0.39,74.47,25.695,0.55,0.0,0,31.189,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.483,0.0,0.0,0.001,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,10.634,0.0,0.0,-0.425,0.011,0.097,-0.11,-0.11,83.341,80.406,86.275,0.099,0.099,0.098,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q9Y4Z0,0.13488303215059996,0.706,O14776,Q9Y4Z0,0.31,0.302,0.27,66.64,29.19,0.52,0.0,0,31.118,12.0,0.0,0.0,0.0,0.0,0.0,0.0,89.802,0.004,0.0,0.296,0.267,0.029,0.0,0.0,0.0,0.0,0.0,0.0,88.032,0.0,0.0,-0.258,0.007,0.074,-0.08,-0.08,78.674,70.243,87.104,0.186,0.142,0.23,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q7RTV0,0.0,0.0,O14776,Q7RTV0,0.13,0.154,0.25,64.37,29.345,0.38,0.0,0,31.391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.266,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,14.98,0.0,0.0,-0.255,0.007,0.075,-0.094,-0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:P62310,0.052591823865625345,0.636,O14776,P62310,0.15,0.172,0.26,65.59,29.288,0.39,0.0,0,31.286,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,14.946,0.0,0.0,-0.255,0.007,0.075,-0.091,-0.091,85.514,91.739,79.289,0.108,0.105,0.11,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:Q9Y4Y9,0.05268532195925671,0.636,O14776,Q9Y4Y9,0.15,0.17,0.25,65.88,29.417,0.4,0.0,0,31.304,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.618,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,13.362,0.0,0.0,-0.258,0.007,0.075,-0.088,-0.088,75.975,59.612,92.338,0.114,0.114,0.114,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14776:P62304,0.23372723948071022,0.778,O14776,P62304,0.33,0.316,0.26,64.84,29.168,0.53,0.0,0,30.785,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.818,0.001,0.0,0.08,0.069,0.014,0.0,0.0,0.0,0.0,0.0,0.0,31.766,0.0,0.0,-0.262,0.007,0.076,-0.076,-0.076,68.059,49.609,86.508,0.143,0.127,0.16,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P20042:P46781,0.0,0.0,P20042,P46781,0.07,0.13,0.37,64.58,25.713,0.19,0.0,0,31.171,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.951,0.0,0.0,0.001,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,9.386,0.0,0.0,-0.468,0.017,0.115,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60866:P68104,0.02309938533483881,0.559,P60866,P68104,0.2,0.264,0.52,76.3,17.841,0.28,0.0,0,26.919,12.0,0.0,0.0,0.0,0.0,0.0,0.001,146.428,0.002,0.001,0.025,0.024,0.133,0.0,0.0,0.0,0.0,0.001,0.0,145.028,0.0,0.0,-0.745,0.018,0.122,-0.147,-0.147,62.6,73.123,52.077,0.179,0.169,0.19,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
P62987:P68104,0.2705358667885624,0.802,P62987,P68104,0.36,0.388,0.5,77.0,18.222,0.39,0.063,294,26.065,11.249,0.082,0.075,0.367,0.344,0.249,0.012,1446.772,0.056,0.001,0.842,0.82,1.223,0.001,165.05,1.0,0.002,0.013,0.122,1527.499,2.548,0.0,-0.67,0.018,0.124,-0.136,-0.136,65.468,58.167,72.769,0.248,0.227,0.269,0.013,-1,0,unclear (exclude for analysis),no physical interaction,False
P61927:P68104,0.0,0.0,P61927,P68104,0.07,0.164,0.54,80.36,17.975,0.21,0.0,0,31.384,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.928,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,5.554,0.0,0.0,-0.851,0.018,0.122,-0.149,-0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P39019:P68104,0.05278096645728117,0.636,P39019,P68104,0.09,0.172,0.5,76.32,19.221,0.17,0.0,0,30.373,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.916,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13.944,0.0,0.0,-0.748,0.017,0.12,-0.145,-0.145,70.565,72.43,68.7,0.102,0.1,0.103,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62753:P68104,0.07250998608650265,0.667,P62753,P68104,0.12,0.184,0.44,79.92,20.419,0.25,0.0,0,29.662,12.0,0.0,0.0,0.0,0.0,0.0,0.0,44.231,0.0,0.0,0.002,0.002,0.019,0.0,0.0,0.0,0.0,0.0,0.0,41.461,0.0,0.0,-0.68,0.014,0.111,-0.128,-0.128,76.992,80.519,73.466,0.121,0.125,0.117,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62888:P68104,0.061904005866334405,0.636,P62888,P68104,0.12,0.198,0.51,75.21,18.15,0.21,0.0,0,29.081,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.696,0.0,0.0,0.002,0.002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,25.107,0.0,0.0,-0.785,0.019,0.125,-0.146,-0.146,76.078,77.533,74.624,0.123,0.124,0.122,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P40429:P68104,0.0231799600142309,0.559,P40429,P68104,0.14,0.21,0.49,81.51,18.822,0.24,0.0,0,28.538,12.0,0.0,0.0,0.0,0.0,0.0,0.001,95.238,0.001,0.0,0.014,0.012,0.051,0.0,0.0,0.0,0.0,0.0,0.0,87.349,0.0,0.0,-0.747,0.016,0.116,-0.135,-0.135,79.068,84.52,73.616,0.163,0.16,0.167,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
P46782:P68104,0.03549871663265089,0.636,P46782,P68104,0.15,0.216,0.48,74.79,19.649,0.22,0.0,0,28.515,12.0,0.0,0.0,0.0,0.0,0.0,0.0,69.248,0.0,0.0,0.004,0.004,0.037,0.0,0.0,0.0,0.0,0.0,0.0,70.275,0.0,0.0,-0.686,0.016,0.114,-0.139,-0.139,79.36,85.065,73.655,0.137,0.129,0.144,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P68104:Q96L21,0.03323924085505,0.636,P68104,Q96L21,0.13,0.196,0.46,77.06,19.967,0.21,0.0,0,29.023,12.0,0.0,0.0,0.0,0.0,0.0,0.0,48.41,0.0,0.0,0.002,0.002,0.024,0.0,0.0,0.0,0.0,0.0,0.0,47.421,0.0,0.0,-0.689,0.015,0.114,-0.135,-0.135,77.79,75.085,80.495,0.128,0.127,0.13,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P68104:Q9NX58,0.16188646225646744,0.73,P68104,Q9NX58,0.24,0.28,0.44,69.85,23.766,0.38,0.0,0,29.449,12.0,0.0,0.0,0.0,0.0,0.0,0.001,406.802,0.005,0.0,0.159,0.146,0.116,0.0,0.0,0.0,0.0,0.001,0.0,407.84,0.0,0.0,-0.498,0.011,0.098,-0.112,-0.112,73.912,86.052,61.772,0.205,0.223,0.188,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
P46778:P68104,0.06872968205269754,0.636,P46778,P68104,0.14,0.206,0.47,79.44,19.059,0.25,0.0,0,28.49,12.0,0.0,0.0,0.0,0.0,0.0,0.0,62.582,0.001,0.0,0.011,0.01,0.042,0.0,0.0,0.0,0.0,0.0,0.0,59.976,0.0,0.0,-0.713,0.016,0.117,-0.138,-0.138,66.985,58.026,75.944,0.155,0.15,0.159,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P68104:P83881,0.061444017873620485,0.636,P68104,P83881,0.21,0.276,0.54,80.83,16.389,0.31,0.0,0,25.285,12.0,0.0,0.0,0.0,0.0,0.0,0.003,263.658,0.003,0.001,0.052,0.049,0.269,0.0,0.0,0.0,0.0,0.003,0.0,246.55,0.0,0.0,-0.829,0.018,0.122,-0.146,-0.146,68.02,76.326,59.715,0.192,0.191,0.192,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
P62277:P68104,0.035135328291173926,0.636,P62277,P68104,0.11,0.184,0.48,78.03,19.318,0.2,0.0,0,29.694,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.912,0.0,0.0,0.001,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,22.255,0.0,0.0,-0.734,0.017,0.118,-0.142,-0.142,78.458,82.34,74.576,0.109,0.108,0.111,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P42677:P68104,0.0837938415967158,0.667,P42677,P68104,0.15,0.23,0.55,71.5,17.078,0.25,0.0,0,28.548,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.23,0.0,0.0,0.003,0.003,0.033,0.0,0.0,0.0,0.0,0.0,0.0,29.229,0.0,0.0,-0.835,0.019,0.126,-0.146,-0.146,55.43,45.015,65.845,0.128,0.127,0.129,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62081:P68104,0.07788766270235903,0.667,P62081,P68104,0.11,0.182,0.47,77.37,19.94,0.19,0.0,0,29.743,12.0,0.0,0.0,0.0,0.0,0.0,0.0,27.512,0.0,0.0,0.001,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,27.053,0.0,0.0,-0.704,0.016,0.116,-0.137,-0.137,73.82,78.582,69.058,0.106,0.104,0.108,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
P62249:P68104,0.03762325915052857,0.636,P62249,P68104,0.12,0.198,0.51,75.95,19.044,0.21,0.0,0,29.848,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.677,0.0,0.0,0.004,0.003,0.017,0.0,0.0,0.0,0.0,0.0,0.0,23.228,0.0,0.0,-0.763,0.017,0.118,-0.147,-0.147,75.268,68.508,82.029,0.134,0.12,0.149,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62861:P68104,0.03990492568143024,0.636,P62861,P68104,0.1,0.18,0.5,77.17,19.716,0.24,0.0,0,30.598,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.503,0.0,0.0,0.003,0.003,0.013,0.0,0.0,0.0,0.0,0.0,0.0,16.182,0.0,0.0,-0.718,0.017,0.118,-0.144,-0.144,82.259,83.676,80.843,0.122,0.134,0.11,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62910:P68104,0.06420582602377484,0.636,P62910,P68104,0.21,0.274,0.53,81.13,17.087,0.29,0.0,0,26.552,12.0,0.0,0.0,0.0,0.0,0.0,0.002,204.402,0.005,0.001,0.165,0.154,0.164,0.0,0.0,0.0,0.0,0.002,0.0,195.68,0.0,0.0,-0.814,0.017,0.12,-0.141,-0.141,76.483,68.169,84.796,0.208,0.224,0.192,0.013,-1,0,unclear (exclude for analysis),no physical interaction,False
P50914:P68104,0.11329394377416635,0.686,P50914,P68104,0.16,0.22,0.46,72.68,21.128,0.3,0.0,0,29.058,12.0,0.0,0.0,0.0,0.0,0.0,0.001,132.583,0.002,0.0,0.046,0.041,0.067,0.0,0.0,0.0,0.0,0.001,0.0,135.553,0.0,0.0,-0.618,0.015,0.113,-0.127,-0.127,62.958,60.2,65.715,0.165,0.152,0.178,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P39023:P68104,0.05145034805974777,0.636,P39023,P68104,0.14,0.214,0.51,84.23,19.905,0.24,0.0,0,29.618,12.0,0.0,0.0,0.0,0.0,0.0,0.0,77.201,0.0,0.0,0.002,0.002,0.021,0.0,0.0,0.0,0.0,0.0,0.0,70.311,0.0,0.0,-0.743,0.012,0.101,-0.116,-0.116,86.306,84.444,88.168,0.116,0.115,0.118,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
C9JJ19:Q9BYC9,0.021799484822231867,0.559,C9JJ19,Q9BYC9,0.12,0.198,0.51,81.08,17.932,0.27,0.0,0,27.771,12.0,0.0,0.0,0.0,0.0,0.0,0.001,37.402,0.0,0.0,0.004,0.004,0.056,0.0,0.0,0.0,0.0,0.001,0.0,34.087,0.0,0.0,-0.849,0.024,0.145,-0.163,-0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q7Z2W9,0.038825372669393364,0.636,C9JJ19,Q7Z2W9,0.06,0.138,0.45,78.4,21.385,0.27,0.0,0,31.173,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.709,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,6.518,0.0,0.0,-0.741,0.02,0.133,-0.147,-0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9H0U6,0.02347930295657802,0.559,C9JJ19,Q9H0U6,0.11,0.186,0.49,78.98,19.308,0.29,0.0,0,28.413,12.0,0.0,0.0,0.0,0.0,0.0,0.0,37.654,0.001,0.0,0.006,0.006,0.046,0.0,0.0,0.0,0.0,0.0,0.0,34.594,0.0,0.0,-0.774,0.021,0.138,-0.154,-0.154,74.82,79.98,69.66,0.137,0.144,0.13,0.01,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q7Z7H8,0.0,0.0,C9JJ19,Q7Z7H8,0.06,0.128,0.4,76.07,22.724,0.31,0.0,0,31.315,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.495,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,-0.638,0.017,0.124,-0.141,-0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q6P1L8,0.018876378074332553,0.559,C9JJ19,Q6P1L8,0.21,0.274,0.53,76.96,17.715,0.35,0.0,0,25.149,12.0,0.0,0.0,0.0,0.0,0.0,0.005,352.314,0.008,0.002,0.119,0.112,0.54,0.0,0.0,0.0,0.0,0.005,0.0,326.786,0.0,0.0,-0.782,0.024,0.143,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q96BP2,0.05784865412868902,0.636,C9JJ19,Q96BP2,0.16,0.234,0.53,73.36,18.683,0.36,0.0,0,28.026,12.0,0.0,0.0,0.0,0.0,0.0,0.001,40.978,0.001,0.0,0.027,0.025,0.077,0.0,0.0,0.0,0.0,0.001,0.0,43.437,0.0,0.0,-0.788,0.025,0.147,-0.165,-0.165,72.121,72.089,72.152,0.142,0.137,0.147,0.01,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q96EL2,0.04895175003734686,0.636,C9JJ19,Q96EL2,0.36,0.404,0.58,76.05,16.068,0.49,0.0,0,21.334,12.0,0.0,0.0,0.0,0.0,0.0,0.055,4111.87,0.067,0.025,0.463,0.439,5.472,0.0,0.0,0.0,0.0,0.052,0.0,3918.185,0.0,0.0,-0.735,0.022,0.139,-0.157,-0.157,84.401,81.651,87.152,0.305,0.301,0.31,0.021,0,0,non-interacting pairs,no physical interaction,False
C9JJ19:Q9Y291,0.038557309691696066,0.636,C9JJ19,Q9Y291,0.22,0.294,0.59,82.93,15.871,0.44,0.0,0,25.275,12.0,0.0,0.0,0.0,0.0,0.0,0.005,216.329,0.008,0.001,0.116,0.107,0.454,0.0,0.0,0.0,0.0,0.004,0.0,196.364,0.0,0.0,-0.921,0.026,0.151,-0.169,-0.169,89.328,88.865,89.79,0.188,0.176,0.199,0.013,0,0,non-interacting pairs,no physical interaction,False
