"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"P05388:P68104","RPLP0","EEF1A1",0.854495379698509,0.426025641025641,0.454404761904762,0.712160493827161,0,-1,1,64303.868081335
"P62906:P63173","RPL10A","RPL38",0.928301695117421,0.403210678210678,0.649904761904762,0.736111111111111,0,-1,1,1184.86150323152
"P62906:Q9Y4W2","RPL10A","LAS1L",0.237000313975905,0.130952380952381,0.376587301587302,0.528571428571429,0,0,1,1.88556443718306
"P62899:Q9Y3T9","RPL31","NOC2L",0.63584007748202,0.0867368742368742,0.358333333333333,0.686274509803922,0,-1,1,7.8523104
"P61353:Q8TDN6","RPL27","BRIX1",0.773624022408282,0.538461538461538,0.833333333333333,0.745833333333333,0,-1,1,235.568661674085
"P62899:Q8WTT2","RPL31","NOC3L",0.746100853613015,0.154761904761905,0.286666666666667,0.75,0,-1,1,4.346512048
"Q9GZL7:Q9NVP1","WDR12","DDX18",0.790892957595505,0.384615384615385,0.7,0.232683982683983,0,-1,1,1597.63598792245
"P62899:Q9NVP1","RPL31","DDX18",0.784902930385033,0.12037037037037,0.333333333333333,0.282621671258035,0,-1,1,3.64067750385224
"Q9BYG3:Q9H6Y2","NIFK","WDR55",0.674324957519434,1,0.6,0,0,0,1,346.597873704663
"Q07020:Q9NVX2","RPL18","NLE1",0.656794893907393,0.112519046609956,0.68,1,0,-1,1,12.3352113994956
"Q9BYG3:Q9GZL7","NIFK","WDR12",0.888811519827491,0.227609427609428,0.37037037037037,0.96078431372549,0,-1,1,11868.729288258
"P40429:Q9H6F5","RPL13A","CCDC86",0.315836901534617,0,0.577272727272727,0.75,0,0,1,0.6283512078
"P49207:Q8TDN6","RPL34","BRIX1",0.669241773218638,0.121428571428571,0.833333333333333,0.745833333333333,0,-1,1,3.6309813264
"Q02543:Q9GZL7","RPL18A","WDR12",0.487099233071355,0.114197530864198,0.259259259259259,0.96078431372549,0,-1,1,6.83508819272923
"P40429:Q9GZL7","RPL13A","WDR12",0.504305594868866,0.125637325637326,0.330687830687831,0.247058823529412,0,-1,1,6.33007129537944
"P62857:P68104","RPS28","EEF1A1",0.789985737980864,0.426025641025641,0.454404761904762,0.712160493827161,0,-1,1,1320.95928583306
"P49207:Q9Y221","RPL34","NIP7",0.527067784192842,0.1125,0.488888888888889,0.863636363636364,0,-1,1,7.874805774
"P39023:Q9H6Y2","RPL3","WDR55",0.693996494032905,0.142857142857143,0.6,0,0,-1,1,0.2898912114
"Q9GZL7:Q9Y3U8","WDR12","RPL36",0.565221543705536,0.113888888888889,0.393121693121693,0.583333333333333,0,-1,1,9.21517674494917
"P27635:P68104","RPL10","EEF1A1",0.881776875305945,0.426025641025641,0.416904761904762,0.712160493827161,0,-1,1,37681.0952147795
"P62906:Q6DKI1","RPL10A","RPL7L1",0.612713619717076,0.118055555555556,0.4,0.571428571428571,0,-1,1,26.0738103656699
"P27635:Q9NZM5","RPL10","NOP53",0.919385952984129,0.149302364302364,0.34,0.868055555555555,0,-1,1,27.69159748675
"P62906:Q9NZM5","RPL10A","NOP53",0.910711481942363,0.0902241549300373,0.34,0.868055555555555,0,-1,1,54.03238534
"P49207:Q9Y3C1","RPL34","NOP16",0.536916307058988,0.125,0.56,1,0,0,1,7.0722207072
"P62899:Q8IY81","RPL31","FTSJ3",0.814371391904537,0.115238095238095,0.238888888888889,0.668672839506173,0,-1,1,1.365
"P62829:Q9H6Y2","RPL23","WDR55",0.711831787014905,0.142857142857143,0.6,0,0,0,1,7.14237888704886
"P46087:Q9H6Y2","NOP2","WDR55",0.846392400780424,1,0.6,0,0,0,1,1233.76096158645
"Q9BRT6:Q9NVX2","LLPH","NLE1",0.583341125149921,0.121897546897547,0.68,1,0,-1,1,4.240247616
"P62888:Q99848","RPL30","EBNA1BP2",0.353334619933158,0.133928571428571,0.276190476190476,0.8125,0,-1,1,19.0604931
"P27635:Q9BYG3","RPL10","NIFK",0.666120523154514,0.152777777777778,0.305357142857143,0.666666666666667,0,-1,1,101.160592146035
"P27635:Q6DKI1","RPL10","RPL7L1",0.491396626235151,0.118055555555556,0.4,0.571428571428571,0,-1,1,71.0146113352285
"P62899:Q8TDD1","RPL31","DDX54",0.779539730879063,0.153741496598639,0.330769230769231,0.253457653457653,0,-1,1,1.41449960655754
"P61353:Q9NVP1","RPL27","DDX18",0.828002179975091,0.227272727272727,0.7,0.282621671258035,0,-1,1,365.476110516196
"O76021:P27635","RSL1D1","RPL10",0.840060425455305,0.214488636363636,0.397619047619048,0.506944444444444,0,0,1,18.2699034936
"P61254:Q9GZL7","RPL26","WDR12",0.641269730382089,0.316498316498317,0.37037037037037,0.96078431372549,0,-1,1,5774.20926529118
"O00541:P27635","PES1","RPL10",0.675517772234157,0.150294497169497,0.666849816849817,0.506944444444444,0,-1,1,75.8214258616195
"E9PRG8:O00541","C11orf98","PES1",0.665082140401944,0,0,0,0,0,0,0
"P35226:P68431","BMI1","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12",0,0,0,0,0,1,1,179.383851270967
"Q13618:Q9UNS2","CUL3","COPS3",0.834021976964427,0.198325163398693,0.557142857142857,1,0,1,1,2195.17145188031
"P18859:P56378","ATP5PF","ATP5MJ",0.403470871383514,1,0.663352272727273,1,0,-1,1,363.831181262316
"Q8IY47:Q9BT78","KBTBD2","COPS4",0.56233670767632,0.157738095238095,0.408888888888889,0.164141414141414,0,0,1,49.366677129
"P18859:P56385","ATP5PF","ATP5ME",0.726443210294215,0.686274509803921,0.515266299357208,0.7,0,-1,1,519654.291506545
"P00846:P06576","MT-ATP6","ATP5F1B",0.124712751179166,0.400112182033898,0.310098888040065,0.834986772486772,0,-1,1,728.414282171081
"Q16778:Q8IXJ9","H2BC21","ASXL1",0.205001891295494,0.0997714703597057,0.5,0.753508771929825,0,0,1,5.7446734752
"O75947:P48047","ATP5PD","ATP5PO",0.794385021600756,0.811764705882353,0.488636363636364,0.928,0,-1,1,89695.1836844427
"P18859:P56381","ATP5PF","ATP5F1E",0.386468460861824,0.764705882352941,0.29520202020202,0.635714285714286,0,-1,1,27829.3712199429
"P18859:P56134","ATP5PF","ATP5MF",0.454701294417485,0.764705882352941,0.412284610814023,1,0,-1,1,132762.292838262
"E9PRG8:P46777","C11orf98","RPL5",0.606201372988657,0,0,0,0,-1,0,0
"P62805:Q16385","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","SSX2; SSX2B",0,0,0,0,0,0,1,0.4386372102
"P62979:P68104","RPS27A","EEF1A1",0.844618994876797,0.426025641025641,0.454404761904762,0.712160493827161,0,-1,1,33023.7638049132
"O43719:P62306","HTATSF1","SNRPF",0.171159831561714,0.734981684981685,0.488054187192118,0.977611940298508,0,1,1,98.9937132649722
"P56385:Q9UII2","ATP5ME","ATP5IF1",0.343749370688739,0.0829642510911861,0.756666666666667,0.821367521367521,0,-1,1,37.1249538
"E9PRG8:Q9UHA3","C11orf98","RSL24D1",0.612472765325131,0,0,0,0,0,0,0
"Q15428:Q86XP3","SF3A2","DDX42",0.895456395636509,0.305555555555556,0.653463203463204,0.437301587301587,0,-1,1,0.172588169171603
"E9PRG8:P18077","C11orf98","RPL35A",0.653101797490152,0,0,0,0,1,0,0
"P62805:P62837","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","UBE2D2",0,0,0,0,0,0,1,64.1528501496599
"E9PRG8:P61313","C11orf98","RPL15",0.616436446499728,0,0,0,0,0,0,0
"E9PRG8:P61254","C11orf98","RPL26",0.731719747358889,0,0,0,0,0,0,0
"P68431:Q99496","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","RNF2",0,0,0,0,0,-1,1,163.646451630989
"E9PRG8:P62891","C11orf98","RPL39",0.777478129751607,0,0,0,0,0,0,0
"Q92989:Q9BSV6","CLP1","TSEN34",0.486813029594852,0.583333333333333,0.585714285714286,0.227777777777778,0,-1,1,3504.81898054029
"P62837:P68431","UBE2D2","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12",0,0,0,0,0,0,1,17.4147333164902
"P25705:P56381","ATP5F1A","ATP5F1E",0.354149027538667,0.764705882352941,0.47020202020202,0.635714285714286,0,-1,1,9839.43433677345
"P06576:P56381","ATP5F1B","ATP5F1E",0.305996039676958,0.764705882352941,0.47020202020202,0.635714285714286,0,-1,1,4365.86662679116
"E9PRG8:Q96EY4","C11orf98","TMA16",0.6613722277257,0,0,0,0,0,0,0
"P03928:P48047","MT-ATP8","ATP5PO",0.260592581401851,0.811764705882353,0.488636363636364,0.928,0,-1,1,75.7856577816
"P62837:Q99496","UBE2D2","RNF2",0.743739272196665,0.171426073926074,0.637992831541219,0.955439193221148,0,1,1,199864.570616034
"P62805:Q8IXJ9","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","ASXL1",0,0,0,0,0,-1,1,0.14591073276
"P62304:Q86XP3","SNRPE","DDX42",0.702985918231549,0.305555555555556,0.653463203463204,0.437301587301587,0,-1,1,25.6587019636828
"E9PRG8:P42766","C11orf98","RPL35",0.729165560529046,0,0,0,0,0,0,0
"E9PRG8:P83881","C11orf98","RPL36A",0.737267580273753,0,0,0,0,0,0,0
"O75964:Q9UII2","ATP5MG","ATP5IF1",0.527572888719577,0.0829642510911861,0.756666666666667,0.821367521367521,0,-1,1,91.1482374
"P06576:P56134","ATP5F1B","ATP5MF",0.669234512843641,0.764705882352941,0.44936974789916,1,0,-1,1,2880.32100797311
"E9PRG8:P18124","C11orf98","RPL7",0.634627464654072,0,0,0,0,0,0,0
"E9PRG8:P62829","C11orf98","RPL23",0.678288388141655,0,0,0,0,0,0,0
"O75964:P48047","ATP5MG","ATP5PO",0.740710182571042,0.811764705882353,0.488636363636364,0.928,0,-1,1,49089.488226438
"P68104:Q9Y3U8","EEF1A1","RPL36",0.853485483952367,1,0.670899470899471,0.583333333333333,0,-1,1,133.26906170589
"O43719:Q86XP3","HTATSF1","DDX42",0.373538303645543,0.488888888888889,0.653463203463204,0.437301587301587,0,0,1,117.507407705406
"P18859:Q9UII2","ATP5PF","ATP5IF1",0.0972092674556941,0.107648925148925,0.756666666666667,0.821367521367521,0,-1,1,45.2798
"P46777:Q8IY81","RPL5","FTSJ3",0.836027968130728,0.416666666666667,0.487037037037037,0.668672839506173,0,-1,1,110.29163727384
"E9PRG8:Q02543","C11orf98","RPL18A",0.686046693010088,0,0,0,0,0,0,0
"P30049:Q9UII2","ATP5F1D","ATP5IF1",0.324118356051908,0.109269156769157,0.756666666666667,0.821367521367521,0,-1,1,19.0604931
"E9PRG8:P36578","C11orf98","RPL4",0.604897282263534,0,0,0,0,0,0,0
"E9PRG8:P26373","C11orf98","RPL13",0.645222421890518,0,0,0,0,0,0,0
"P00846:P48047","MT-ATP6","ATP5PO",0.190087216970021,0.811764705882353,0.488636363636364,0.928,0,-1,1,113.570880716448
"P49459:P62805","UBE2A","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16",0,0,0,0,0,0,1,78.3964049774037
"O00303:Q53EL6","EIF3F","PDCD4",0.3980410635486,0.112285353535354,0.5375,0.960526315789474,0,0,1,2.61079
"P68431:Q9GZN1","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","ACTR6",0,0,0,0,0,0,1,0.717710034934694
"Q5JS54:Q99436","PSMG4","PSMB7",0.469290283739748,0.0769230769230769,0.340986394557823,0.480820105820106,0,-1,1,4.09584
"P67775:Q9NVM9","PPP2CA","INTS13",0.369459886431907,0.169054178145087,0.42875,1,0,-1,1,7.4825685572
"O95456:P28070","PSMG1","PSMB4",0.285328081817472,0.0750915750915751,0.791607142857143,0.985815602836879,0,-1,1,12.0817103748
"P28072:Q969U7","PSMB6","PSMG2",0.706217778300839,0.0700134952766532,0.665,0.944444444444445,0,-1,1,29.3933515366434
"Q14152:Q53EL6","EIF3A","PDCD4",0.249266942375927,0.112285353535354,0.5375,0.960526315789474,0,0,1,12.353244768
"O00762:Q16763","UBE2C","UBE2S",0.55164907851336,0.5221450047537,0.751829268292683,0.596139971139971,0,-1,1,422128.153848202
"P30153:Q9BQ15","PPP2R1A","NABP2",0.774922052829245,0.126558684371184,0.415686274509804,0.671428571428571,0,-1,1,12.353244768
"Q53EL6:Q99613","PDCD4","EIF3C",0.15873253444408,0.154648526077098,0.614583333333333,0.753205128205128,0,0,1,1.562071896
"Q53EL6:Q7L2H7","PDCD4","EIF3M",0.34409032064096,0.169444444444444,0.611458333333333,0.913793103448276,0,0,1,9.379315472
"P63096:Q9ULZ1","GNAI1","APLN",0.476833864672625,0.275176366843034,0.5,0.708333333333333,0,0,1,1.16135646
"P14635:Q9H1A4","CCNB1","ANAPC1",0.814939059077491,0.179280904280904,0.7125,0.333333333333333,0,1,1,1779.40019731021
"P49427:Q13617","CDC34","CUL2",0.522131173779037,0.477439227439227,0.719230769230769,0.931317204301075,0,1,1,450749.336784318
"Q9NPF5:Q9Y265","DMAP1","RUVBL1",0.298280202950941,0.214101255745641,0.421147371147371,0.78452380952381,0,1,1,197343.598184775
"P67775:Q9NRY2","PPP2CA","INIP",0.757401199425961,0.132374768089054,0.365972222222222,1,0,-1,1,1.9208299507
"O15371:Q53EL6","EIF3D","PDCD4",0.524327456924536,0.112285353535354,0.5375,0.960526315789474,0,0,1,5.5788282
"Q53EL6:Q9UBQ5","PDCD4","EIF3K",0.224545201170842,0.156507936507936,0.644444444444444,0.811111111111111,0,-1,1,0.636420015
"P55884:Q53EL6","EIF3B","PDCD4",0.307662515945315,0.112285353535354,0.5375,0.960526315789474,0,0,1,2.291112054
"Q15370:Q8N998","ELOB","CCDC89",0.700863149565677,0,0.35,1,0,0,1,9.8059446612
"P08621:Q9Y3B4","SNRNP70","SF3B6",0.375191471316931,0.735714285714286,0.609977324263038,0.744444444444444,0,0,1,301.05162456618
"P62310:Q96NC0","LSM3","ZMAT2",0.636937458032766,1,0.493571428571429,0.972290640394089,0,-1,1,62.9330336832384
"Q13948:Q15370","CUX1","ELOB",0.306216325822251,0.0772006452153511,0.617283950617284,0.193181818181818,0,0,0,0
"P41567:Q53EL6","EIF1","PDCD4",-0.00286871845243048,0.10674734987235,0.6,0.960526315789474,0,0,1,3.5266513040896
"P62877:Q13948","RBX1","CUX1",0.291508848494636,0.115277777777778,0.527027027027027,0.171957671957672,0,0,0,0
"Q53EL6:Q9Y262","PDCD4","EIF3L",0.28880727228219,0.17962962962963,0.583333333333333,0.833333333333333,0,0,1,12.198715584
"P67775:Q9BQ15","PPP2CA","NABP2",0.729731214481634,0.123191738816739,0.415686274509804,0.671428571428571,0,0,1,0.7275645564
"P14635:Q16763","CCNB1","UBE2S",0.649785526132714,0.153832543118257,0.751829268292683,0.378787878787879,0,-1,1,7947.88095407931
"O00762:P14635","UBE2C","CCNB1",0.978942978888183,0.200454307597165,0.628531073446328,0.915013227513227,0,-1,1,34641.8725707654
"P14635:Q96DE5","CCNB1","ANAPC16",5.26778196651779e-05,0.198066378066378,0.702272727272727,1,0,-1,1,2.749789728
"P09681:P59768","GIP","GNG2",0.312370109884659,0.361363636363636,0.321285140562249,1,0,-1,1,1.21292560125
"O75787:Q6P9B6","ATP6AP2","MEAK7",0.514129160656121,0.132940115440115,0.4125,1,0,-1,1,1.5818
"O15234:Q9Y421","CASC3","FAM32A",0.554044584697951,0.166666666666667,0.636363636363636,0.625,0,-1,1,1.222128768
"O60841:P62249","EIF5B","RPS16",0.513552680180479,0.18484126984127,0.700375939849624,0.5625,0,-1,1,16.4941486631904
"P01222:P62873","TSHB","GNB1",0.0084044508546467,0.472622053872054,0.451414427157001,0.302546296296296,0,-1,1,0.6685930188
"O15234:Q8N5F7","CASC3","NKAP",0.853993515465756,0.114282522125659,0.74,0.86578947368421,0,-1,1,3.012567228
"P09234:Q7L014","SNRPC","DDX46",0.722572734630174,0.63,0.58047619047619,0.408424908424908,0,-1,1,8.63164460236784
"Q8TAQ2:Q93077","SMARCC2","H2AC6",-0.105848154948976,0.180555555555556,0.516666666666667,0.6,0,-1,1,40.3790685013901
"O75348:Q6P9B6","ATP6V1G1","MEAK7",0.568590467040672,0.133333333333333,0.398214285714286,1,0,-1,1,3.8216288
"P48729:Q2NL82","CSNK1A1","TSR1",0.625859422444257,0.105555555555556,0.566666666666667,0.44212962962963,0,-1,1,120.209327350195
"P01213:P59768","PDYN","GNG2",0.00958068547679776,0.318571428571429,0.918674698795181,1,0,-1,1,3.1841634
"P06899:Q4FZB7","H2BC11","KMT5B",0.0776606281110763,0.556944444444444,0.741666666666667,0.260723905723906,0,0,1,0.710658699
"B1AL88:Q9P2D8","NALF1","UNC79",0.798991201454501,0,1,0,0,-1,1,1.5818
"Q6P9B9:Q9H3P2","INTS5","NELFA",0.754776880781255,0.590277777777778,0.810714285714286,0.883333333333333,0,-1,1,9.4687
"P34969:P63092","HTR7","GNAS",-0.0601120530749896,0.302190563060128,0.682532840722496,0.399394319131161,0,1,0,0
"P57740:Q8N1F7","NUP107","NUP93",0.710273703746458,0.352547452547453,0.832113821138211,0.863636363636364,0,1,1,2330.39536961357
"P42704:Q4U2R6","LRPPRC","MRPL51",0.582425476180815,0.183333333333333,0.281013257575758,0.4375,0,0,1,12.810772352
"Q7Z4H7:Q9H6D7","HAUS6","HAUS4",0.510459525114356,0.512125220458554,0.830654761904762,0.90625,0,-1,1,111.47781874086
"P62807:Q9NSP4","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","CENPM",0,0,0,0,0,-1,1,0.763769474721
"O60841:P62241","EIF5B","RPS8",0.381133391068595,0.203968253968254,0.694107142857143,0.583333333333333,0,-1,1,4478.62344215951
"P35658:Q96EE3","NUP214","SEH1L",0.355854404045668,0.157975065869803,0.648438300051203,0.925925925925926,0,-1,1,939.340342133542
"P62807:Q8N0S6","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","CENPL",0,0,0,0,0,-1,1,0.9176944064
"P63272:Q6P9B9","SUPT4H1","INTS5",0.710527041836517,0.288815789473684,0.509375,1,0,0,1,1.88756194
"P01222:P63092","TSHB","GNAS",0.675892338298837,0.231996988518728,0.363669950738916,0.194839371155161,0,-1,0,0
"Q8NFH4:Q9NRG9","NUP37","AAAS",0.406362964063009,0.315260594106748,0.711401098901099,1,0,-1,1,208.140584652
"P61421:Q9HBG4","ATP6V0D1","ATP6V0A4",-0.0105941520991905,0.38954748954749,0.365955687830688,0.733333333333333,0,-1,1,85775.824785105
"Q7L2Z9:Q93077","CENPQ","H2AC6",-0.0707800762488615,0.128787878787879,0.516666666666667,0.6,0,-1,1,58.292965482576
"P62805:Q99986","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","VRK1",0,0,0,0,0,-1,1,1.426095611908
"Q5SRE5:Q9BW27","NUP188","NUP85",0.653464776769058,0.312680375180375,0.851881720430108,0.296875,0,-1,1,1091.695978
"Q9H0H0:Q9H3P2","INTS2","NELFA",0.76327806924021,0.590277777777778,0.810714285714286,0.883333333333333,0,-1,1,3.9008
"P62861:Q9BVJ6","FAU","UTP14A",0.785173340060762,0.142857142857143,0.538888888888889,0.934782608695652,0,-1,0,0
"Q96CS2:Q9BT25","HAUS1","HAUS8",0.758842709635352,0.512125220458554,0.791436251920123,0.972222222222222,0,1,1,2530.49049684288
"P63272:Q96HW7","SUPT4H1","INTS4",0.762096124607624,0.289473684210526,0.428571428571429,1,0,0,1,3.3656570496
"Q99567:Q9BVL2","NUP88","NUP58",0.748716342787395,0.382936507936508,0.927450980392157,0.985401459854015,0,-1,1,6095.837384
"P54289:Q02641","CACNA2D1","CACNB1",0.680949031419526,0.380654761904762,0.487301587301587,0.347866419294991,0,-1,1,569.866752
"Q86V25:Q9BVA1","VASH2","TUBB2B",-0.0806797598724375,0.228751803751804,0.43484126984127,0.398263888888889,0,-1,1,133.1927613888
"O76080:P28074","ZFAND5","PSMB5",0.358632791241798,0.114583333333333,0.462833914053426,0.930820105820106,0,0,1,7.0054238319912
"O60921:P35250","HUS1","RFC2",0.562856450735818,0.35982905982906,0.943382352941177,0.716490299823633,0,-1,1,534.834543003147
"Q86U86:Q969G3","PBRM1","SMARCE1",0.948113546819133,0.313263408286033,0.424323593073593,0.946003401360544,0,1,1,313.69006214208
"P62805:Q96BT3","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","CENPT",0,0,0,0,0,-1,1,134.62940604942
"P49792:P55735","RANBP2","SEC13",0.718359971054612,0.22487012987013,0.67989417989418,0.984126984126984,0,-1,1,28.7968909480272
"Q9BT17:Q9H0U6","MTG1","MRPL18",0.172180489810002,0.692307692307692,0.504545454545455,0.654761904761905,0,-1,1,1.0184728716
"O60841:P46782","EIF5B","RPS5",0.399605993829969,0.285833333333333,0.704072681704261,0.576923076923077,0,-1,1,2091.97417226394
"P24928:Q5TA45","POLR2A","INTS11",0.656133427511092,0.200657894736842,0.616,0.952702702702703,0,-1,1,3.804046871625
"Q13617:Q9UNS1","CUL2","TIMELESS",0.556072387326367,0.128683617969332,0.615151515151515,0.925,0,-1,1,14.449165038
"Q96CS2:Q9NVX0","HAUS1","HAUS2",0.861722790786456,0.494246031746032,0.775806451612903,1,0,1,1,2530.49049684288
"O60841:P62273","EIF5B","RPS29",0.255362857512744,0.216666666666667,0.732789115646258,0.321428571428571,0,-1,1,7.04010877061203
"Q5SRE5:Q8NFH4","NUP188","NUP37",0.595264552750921,0.320238095238095,0.869590643274854,0.25,0,-1,1,1376.00682466747
"Q6PI98:Q9ULG1","INO80C","INO80",0.403439713520509,0.214294217104091,0.404671717171717,0.659340659340659,0,-1,1,3.72250210835877
"P61421:Q6P9B6","ATP6V0D1","MEAK7",0.17260411839181,0.133333333333333,0.4125,1,0,-1,1,5.5788282
"P35658:Q9NRG9","NUP214","AAAS",0.567262943706871,0.315260594106748,0.711401098901099,1,0,-1,1,1155.234714624
"Q9H6D7:Q9NVX0","HAUS4","HAUS2",0.568679975948455,0.494246031746032,0.775806451612903,1,0,-1,1,90.88339169
"P18615:Q9NVH2","NELFE","INTS7",0.648493346316119,0.212433862433862,0.505555555555556,1,0,0,1,4.82997056
"O60841:P63244","EIF5B","RACK1",0.460114984980585,0.118462232212232,0.502380952380952,0.835188261351052,0,-1,1,201.268160241898
"P82663:Q8N0V3","MRPS25","RBFA",0.595005064135314,0.145833333333333,1,0.25,0,-1,1,17.916863514
"P49450:Q9BU64","CENPA","CENPO",0.634833891538504,0.1875,0.739285714285714,1,0,-1,1,11.930195826156
"O43709:P62979","BUD23","RPS27A",0.337464708033883,0.132479557479557,0.603353814644137,0.776111111111111,0,-1,1,35.181183235044
"O00487:O76080","PSMD14","ZFAND5",0.0634573052327582,0.104059829059829,0.5,0.678571428571429,0,0,1,3.664922625
"Q16531:Q8N7H5","DDB1","PAF1",0.680418849977678,0.182535141626051,0.721153846153846,0.954545454545455,0,-1,1,22.8763792
"P62807:Q13352","H2BC4; H2BC6; H2BC7; H2BC8; H2BC10","ITGB3BP",0,0,0,0,0,-1,1,1.17363754641
"P09234:Q7RTV0","SNRPC","PHF5A",0.745853221495319,0.746382485138466,0.485884353741496,0.758928571428571,0,-1,1,480.025144850943
"P08754:P48546","GNAI3","GIPR",-0.010748767790402,0.242789617789618,1,0.387857142857143,0,0,1,63.4197537509922
"Q8N0S6:Q93077","CENPL","H2AC6",-0.0275233992018501,0.107954545454545,0.516666666666667,0.6,0,-1,1,1.00435536
"P48729:P62841","CSNK1A1","RPS15",0.69310342096213,0.176703851703852,0.745502645502645,0.542857142857143,0,-1,1,2.02049974807931
"P62877:Q9BRT9","RBX1","GINS4",0.639832969469821,0.150297619047619,0.355555555555556,1,0,-1,1,568.487606511762
"O76080:Q9UNM6","ZFAND5","PSMD13",0.45504585142203,0.0883838383838384,0.464505012531328,0.833333333333333,0,0,1,7.4865026677056
"P18615:Q9NV88","NELFE","INTS9",0.662232250840734,0.246190476190476,0.595,1,0,0,1,0.4131426597375
"O75937:P62316","DNAJC8","SNRPD2",0.809002776199524,0,0.43640873015873,0.982142857142857,0,-1,1,22.00755458
"P57740:Q99567","NUP107","NUP88",0.823507469917503,0.5,0.878703703703704,0.916666666666667,0,-1,1,240.17311516
"O76080:P62191","ZFAND5","PSMC1",0.528678261954814,0.0811965811965812,0.480075187969925,0.927020202020202,0,0,1,5.84513777764224
"O75937:Q12874","DNAJC8","SF3A3",0.86552727100543,0,0.403105590062112,0.864906832298137,0,-1,1,1668.02029651106
"Q8NFH4:Q9BVL2","NUP37","NUP58",0.691634159824931,0.35,0.927450980392157,0.985401459854015,0,-1,1,2912.49392469959
"O60841:P60866","EIF5B","RPS20",0.434141395573868,0.206818181818182,0.77994227994228,0.702380952380952,0,-1,1,26.037469185
"P55735:Q5SRE5","SEC13","NUP188",0.410380820790816,0.575,0.914285714285714,1,0,-1,1,2.985871693875
"P24928:Q75QN2","POLR2A","INTS8",0.806788370473329,0.188157894736842,0.52,1,0,0,1,3.012567228
"O60841:P61247","EIF5B","RPS3A",0.451136324542905,0.292777777777778,0.685079365079365,0.694444444444444,0,-1,1,188.41488034281
"P49736:Q15370","MCM2","ELOB",0.126247084711841,0.138110799875506,0.561728395061728,0.943181818181818,0,-1,1,165.536533956544
"Q9HC36:Q9NYK5","MRM3","MRPL39",0.799944172293188,0.125,0.430258467023173,0.625,0,-1,1,7.574744672
"Q9NUL7:Q9Y3B7","DDX28","MRPL11",0.671497276433936,0.12037037037037,0.411405723905724,0.286821705426357,0,-1,1,4.8084477758163
"O60841:P62269","EIF5B","RPS18",0.412085458867365,0.23,0.691950113378685,0.62,0,-1,1,15.2840711512125
"Q8WYP5:Q96EE3","AHCTF1","SEH1L",0.604662945107626,0.209994683678894,0.648438300051203,0.244444444444444,0,-1,1,9779.53216318239
"Q9BRJ2:Q9NUL7","MRPL45","DDX28",0.562341858867684,0.0972222222222222,0.54,0.350803489439853,0,-1,1,1.717340625
"Q12769:Q8TEM1","NUP160","NUP210",0.408138016215172,0.492063492063492,0.890740740740741,1,0,-1,1,145.42122483712
"P48729:P62241","CSNK1A1","RPS8",0.586325284641565,0.244444444444444,0.694107142857143,0.583333333333333,0,-1,1,710.289434546768
"Q13405:Q9HC36","MRPL49","MRM3",0.498278921662232,0.107954545454545,0.5625,0.817391304347826,0,-1,1,21.0080461066212
"P68431:Q68CP9","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12","ARID2",0,0,0,0,0,-1,1,0.519884135055
"O60841:P62280","EIF5B","RPS11",0.428967556461618,0.219444444444444,0.720849420849421,0.654545454545455,0,-1,1,147.93551590224
"Q7Z7H8:Q9HC36","MRPL10","MRM3",0.424239242992488,0.121428571428571,0.5625,0.817391304347826,0,-1,1,18.268501856
"Q14197:Q9NUL7","MRPL58","DDX28",0.569325337005662,0.154761904761905,0.54,0.147000222000222,0,-1,1,4.5934396850848
"O75937:P62314","DNAJC8","SNRPD1",0.688391789550683,0,0.413248847926267,0.857407407407407,0,0,1,91.1482374
"P62805:Q9BS16","H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16","CENPK",0,0,0,0,0,-1,1,0.05016760574
