ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q13330:Q99504,0.4501791924886597,0.886,Q13330,Q99504,0.43,0.43,0.43,61.41,26.11,0.67,0.187,36102,27.878,9.756,0.13,0.167,0.658,0.649,4.406,0.675,"[0.675, 0.667, 0.658, 0.65, 0.642]",18.601398601398603,41.8848167539267,30.24310767766265,0.0833333333333333,0.1666666666666666,0.2750000000000001,185792,0.0440596053161498,0.1119941360287025,0.5,90,75.936,78.322,73.551,0.414,0.414,0.414,0.414,0.029,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13491:Q13501,0.0522582410948362,0.636,Q13491,Q13501,0.12,0.162,0.33,58.81,27.329,0.34,0.0,0,30.567,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,51663,0.0,0.1039444695940848,0.0,0,67.985,58.55,77.421,0.117,0.117,0.123,0.111,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13415:Q8NHU0,0.1944320092571844,0.74,Q13415,Q8NHU0,0.18,0.216,0.36,58.41,27.467,0.42,0.0,0,30.289,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,103545,0.0,0.0939183673469387,0.0,0,66.619,83.125,50.112,0.17,0.17,0.166,0.174,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13405:Q9BZI7,0.0,0.0,Q13405,Q9BZI7,0.08,0.112,0.24,63.99,28.924,0.46,0.0,0,31.602,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,32118,0.0,0.0762533802151466,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13356:Q9Y3Q3,0.2082079453439133,0.759,Q13356,Q9Y3Q3,0.37,0.376,0.4,73.41,24.232,0.51,0.202,7641,26.848,9.577,0.138,0.183,0.66,0.653,3.386,0.675,"[0.675, 0.667, 0.658, 0.65, 0.65]",31.538461538461537,17.050691244239633,24.294576391350585,0.0916666666666666,0.1833333333333332,0.3,82664,0.033857674583481,0.1521883612650943,0.451,84,79.668,87.718,71.618,0.701,0.701,0.669,0.732,0.161,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13489:Q96PX8,0.3139487035183673,0.812,Q13489,Q96PX8,0.2,0.228,0.34,66.34,26.767,0.34,0.0,0,30.416,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,158178,0.0,0.093596449704142,0.0,0,53.144,67.066,39.223,0.158,0.158,0.155,0.16,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13324:Q9BYG3,0.0251180120860038,0.559,Q13324,Q9BYG3,0.13,0.192,0.44,65.35,25.012,0.38,0.0,0,30.214,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,85550,0.0,0.1726134749483471,0.0,0,69.63,79.912,59.348,0.116,0.116,0.112,0.12,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13415:Q14320,0.1374961667891866,0.706,Q13415,Q14320,0.18,0.216,0.36,63.25,27.606,0.39,0.0,0,30.747,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,137794,0.0,0.0956902777777777,0.0,0,75.543,88.355,62.73,0.129,0.129,0.123,0.135,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13451:Q8NGL3,0.2219816636756634,0.778,Q13451,Q8NGL3,0.23,0.278,0.47,78.24,19.357,0.33,0.0,0,26.945,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,180239,0.0,0.3032075512960916,0.0,0,66.353,60.787,71.919,0.197,0.197,0.198,0.195,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13569:Q5SQQ9,0.1065968909014492,0.686,Q13569,Q5SQQ9,0.37,0.372,0.38,57.91,27.317,0.68,0.144,2873,30.262,10.276,0.097,0.117,0.562,0.536,1.049,0.608,"[0.608, 0.575, 0.55, 0.542, 0.533]",45.1219512195122,5.688622754491018,25.40528698700161,0.0583333333333332,0.1166666666666667,0.1833333333333332,63876,0.010489995618519,0.1153962885882761,0.31,59,66.866,65.354,68.379,0.418,0.418,0.439,0.397,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13564:Q9NRS4,0.1790888029042418,0.74,Q13564,Q9NRS4,0.14,0.224,0.56,83.12,19.461,0.25,0.0,0,30.081,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,368028,0.0,0.3903394103565712,0.0,0,74.168,82.839,65.496,0.107,0.107,0.104,0.11,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13291:Q13952,0.1220568332123275,0.706,Q13291,Q13952,0.18,0.208,0.32,55.02,28.156,0.51,0.0,0,30.354,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,50516,0.0,0.080330890245512,0.0,0,72.279,54.415,90.143,0.166,0.166,0.157,0.175,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13489:Q8TD17,0.3793821985192199,0.855,Q13489,Q8TD17,0.2,0.208,0.24,53.44,29.305,0.39,0.0,0,30.812,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,57271,0.0,0.0368891528332075,0.0,0,59.152,64.813,53.491,0.144,0.144,0.146,0.142,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13162:Q9NP92,0.1556780995450684,0.73,Q13162,Q9NP92,0.2,0.278,0.59,75.94,19.93,0.38,0.0,0,28.098,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,170298,0.0,0.3378258282086887,0.0,0,72.055,73.255,70.855,0.177,0.177,0.182,0.171,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13324:Q6PIJ6,0.3134675883271161,0.812,Q13324,Q6PIJ6,0.36,0.392,0.52,61.35,24.497,0.54,0.048,1389,27.601,11.421,0.052,0.075,0.237,0.231,0.142,0.25,"[0.25, 0.233, 0.233, 0.233, 0.233]",43.79562043795621,0.0841750841750841,21.939897761065648,0.0333333333333333,0.075,0.1166666666666667,400643,0.001422374597557,0.1566969818926072,0.036,13,56.895,60.779,53.012,0.197,0.197,0.192,0.202,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13489:Q7Z7H8,0.067616961137821,0.636,Q13489,Q7Z7H8,0.12,0.144,0.24,64.27,27.726,0.26,0.0,0,31.246,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,57648,0.0,0.0770463430117945,0.0,0,74.013,71.434,76.592,0.11,0.11,0.108,0.111,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13616:Q9Y239,0.316407726345816,0.822,Q13616,Q9Y239,0.22,0.276,0.5,73.51,22.708,0.29,0.0,0,29.814,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,565277,0.0,0.1890912046767272,0.0,0,71.115,80.708,61.522,0.112,0.112,0.111,0.113,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13501:Q9UKR8,0.0397361130930059,0.636,Q13501,Q9UKR8,0.16,0.182,0.27,56.65,27.148,0.35,0.085,8,30.138,10.983,0.045,0.058,0.095,0.069,0.004,0.133,"[0.133, 0.125, 0.1, 0.083, 0.033]",1.1363636363636365,0.8163265306122449,0.9763450834879408,0.0333333333333333,0.0583333333333333,0.1062499999999999,41363,3.710575139146568e-05,0.0881517395705684,0.1,3,60.384,76.736,44.033,0.35,0.35,0.344,0.357,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13237:Q15906,0.0491565467434012,0.636,Q13237,Q15906,0.15,0.222,0.51,70.2,24.716,0.41,0.0,0,31.168,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,213875,0.0,0.1686876319135309,0.0,0,67.129,88.523,45.736,0.166,0.166,0.167,0.164,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13330:Q9UFW8,0.1939934501873807,0.74,Q13330,Q9UFW8,0.15,0.194,0.37,67.56,26.167,0.38,0.0,0,30.039,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,86994,0.0,0.1118284048313202,0.0,0,68.735,78.321,59.149,0.147,0.147,0.154,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13356:Q99612,0.3449703074956322,0.834,Q13356,Q99612,0.16,0.192,0.32,61.36,27.116,0.38,0.0,0,30.073,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,65989,0.0,0.1023388321192787,0.0,0,67.368,82.664,52.072,0.164,0.164,0.165,0.163,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13356:Q8NHS9,0.2742638475616899,0.802,Q13356,Q8NHS9,0.17,0.194,0.29,61.54,27.644,0.41,0.0,0,30.489,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,77268,0.0,0.0991010518296397,0.0,0,73.858,91.75,55.967,0.141,0.141,0.146,0.137,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13495:Q96H22,0.2798497633209408,0.802,Q13495,Q96H22,0.37,0.37,0.37,45.14,28.683,0.73,0.0,0,30.629,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,97084,0.0,0.0783713509136893,0.0,0,67.103,44.717,89.49,0.188,0.188,0.167,0.21,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13503:Q96B36,0.1064498057468657,0.686,Q13503,Q96B36,0.2,0.212,0.26,49.44,26.843,0.47,0.057,154,28.567,11.318,0.04,0.054,0.158,0.148,0.209,0.175,"[0.175, 0.167, 0.158, 0.15, 0.142]",18.75,9.765625,14.2578125,0.025,0.0541666666666666,0.0833333333333333,11691,0.0020887586805555,0.07306875,0.084,22,57.815,55.846,59.784,0.305,0.305,0.287,0.323,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13291:Q86YR5,0.2333051228926349,0.778,Q13291,Q86YR5,0.24,0.284,0.46,61.16,25.085,0.46,0.0,0,29.399,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,164570,0.0,0.1613273208508969,0.0,0,53.36,34.423,72.296,0.148,0.148,0.147,0.148,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13427:Q9UIF7,0.2519115540607293,0.785,Q13427,Q9UIF7,0.37,0.368,0.36,54.68,27.772,0.64,0.105,7680,29.754,10.745,0.09,0.1,0.512,0.502,0.933,0.525,"[0.525, 0.525, 0.508, 0.5, 0.5]",22.679045092838194,5.128205128205128,13.90362511052166,0.0499999999999999,0.0999999999999999,0.1749999999999999,134680,0.0093275424840411,0.0796923076923076,0.218,88,66.627,70.573,62.68,0.388,0.388,0.347,0.428,0.022,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13304:Q16633,0.0610574786933848,0.636,Q13304,Q16633,0.2,0.26,0.5,55.46,24.246,0.52,0.0,0,30.667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,85572,0.0,0.2204730901324044,0.0,0,58.202,77.603,38.8,0.171,0.171,0.192,0.15,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13503:Q96PS8,0.0785357113890515,0.667,Q13503,Q96PS8,0.09,0.182,0.55,66.68,20.518,0.38,0.0,0,29.57,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,65403,0.0,0.3302764802423936,0.0,0,67.253,54.455,80.051,0.136,0.136,0.134,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13303:Q92560,0.3035270307990343,0.812,Q13303,Q92560,0.17,0.218,0.41,61.87,25.394,0.39,0.0,0,29.728,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,189657,0.0,0.1578875073259097,0.0,0,63.653,51.246,76.06,0.119,0.119,0.115,0.123,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13326:Q92731,0.1050604979923014,0.686,Q13326,Q92731,0.1,0.148,0.34,65.52,26.579,0.39,0.0,0,31.21,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,94540,0.0,0.1402585302674466,0.0,0,85.772,84.191,87.354,0.105,0.105,0.111,0.099,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13501:Q8NBN3,0.240154222610979,0.778,Q13501,Q8NBN3,0.41,0.42,0.46,56.63,25.696,0.6,0.154,8012,28.971,10.152,0.102,0.142,0.497,0.493,1.64,0.5,"[0.5, 0.5, 0.5, 0.492, 0.492]",9.772727272727272,33.693693693693696,21.733210483210485,0.075,0.1416666666666666,0.2249999999999999,129804,0.0164045864045864,0.1311118406100856,0.33,53,74.707,80.79,68.623,0.378,0.378,0.361,0.394,0.025,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13507:Q6P1J9,0.3328157065556317,0.834,Q13507,Q6P1J9,0.25,0.31,0.55,71.96,24.131,0.45,0.148,2206,30.734,10.228,0.113,0.117,0.48,0.47,0.226,0.492,"[0.492, 0.483, 0.483, 0.475, 0.467]",18.24104234527688,4.331450094161959,11.286246219719416,0.0499999999999999,0.1166666666666667,0.2249999999999999,455285,0.0022553884973141,0.2159484590457543,0.231,75,80.632,86.726,74.539,0.43,0.43,0.4,0.46,0.038,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15797:Q9H237,0.1512591866733906,0.714,Q15797,Q9H237,0.51,0.526,0.59,74.95,19.122,0.58,0.122,17830,24.563,10.536,0.099,0.117,0.51,0.496,4.159,0.533,"[0.533, 0.517, 0.508, 0.5, 0.492]",22.58064516129032,77.65726681127983,50.11895598628507,0.0583333333333332,0.1166666666666667,0.2,242786,0.0415879457933897,0.2831402861421194,0.283,85,70.573,65.074,76.072,0.534,0.534,0.557,0.51,0.045,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13077:Q6UXV4,0.2016905403938861,0.759,Q13077,Q6UXV4,0.14,0.178,0.33,65.01,27.14,0.45,0.0,0,30.91,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,49983,0.0,0.106834154098697,0.0,0,66.263,89.353,43.174,0.203,0.203,0.228,0.177,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13148:Q16236,0.132755209721834,0.706,Q13148,Q16236,0.12,0.138,0.21,56.09,29.764,0.44,0.0,0,31.344,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,40272,0.0,0.0387841993295202,0.0,0,78.09,84.732,71.448,0.118,0.118,0.117,0.119,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13098:Q96NG5,0.3843149652120822,0.855,Q13098,Q96NG5,0.14,0.21,0.49,68.1,24.384,0.32,0.0,0,30.066,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,157594,0.0,0.1976226692866879,0.0,0,72.75,78.57,66.93,0.165,0.165,0.173,0.157,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13144:Q92845,0.0625831000040068,0.636,Q13144,Q92845,0.15,0.202,0.41,74.53,25.112,0.27,0.0,0,31.263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,381433,0.0,0.1666250940843598,0.0,0,58.449,29.621,87.277,0.11,0.11,0.11,0.109,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13098:Q8N3J9,0.5240833209207695,0.91,Q13098,Q8N3J9,0.12,0.202,0.53,69.89,22.274,0.28,0.0,0,29.806,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,145050,0.0,0.25649685943866,0.0,0,74.157,86.703,61.612,0.106,0.106,0.107,0.104,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13158:Q96RU3,0.5387811228051415,0.91,Q13158,Q96RU3,0.14,0.184,0.36,73.79,26.548,0.32,0.0,0,30.406,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,93064,0.0,0.1367331496786042,0.0,0,84.218,80.459,87.976,0.109,0.109,0.113,0.106,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12948:Q14943,0.0957296874174284,0.667,Q12948,Q14943,0.22,0.25,0.37,51.46,27.814,0.54,0.0,0,30.71,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,90795,0.0,0.1038577025365323,0.0,0,65.627,50.526,80.729,0.152,0.152,0.138,0.166,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13158:Q9NY12,0.1488208454347059,0.714,Q13158,Q9NY12,0.09,0.13,0.29,68.15,25.37,0.3,0.0,0,30.404,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,27886,0.0,0.1543861591695501,0.0,0,71.201,75.077,67.324,0.124,0.124,0.131,0.117,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13144:Q9NQ38,0.2595589353357014,0.785,Q13144,Q9NQ38,0.16,0.204,0.38,65.9,28.554,0.29,0.0,0,31.501,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,239158,0.0,0.075059984778225,0.0,0,68.631,69.931,67.331,0.094,0.094,0.094,0.094,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13158:Q9H8M2,0.1799871792319055,0.74,Q13158,Q9H8M2,0.15,0.17,0.25,62.01,28.279,0.41,0.0,0,30.84,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,47122,0.0,0.0727163303884881,0.0,0,90.864,89.832,91.896,0.12,0.12,0.117,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13155:Q9NQ84,0.0,0.0,Q13155,Q9NQ84,0.1,0.154,0.37,63.97,25.842,0.35,0.0,0,30.888,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95125,0.0,0.164257555847569,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13077:Q9UC06,0.3319306215001059,0.834,Q13077,Q9UC06,0.2,0.222,0.31,65.04,27.808,0.42,0.11,693,30.492,10.683,0.079,0.1,0.378,0.362,0.187,0.392,"[0.392, 0.392, 0.383, 0.367, 0.358]",11.538461538461538,5.605381165919283,8.571921352190412,0.0416666666666666,0.0999999999999999,0.1583333333333333,62586,0.0018675620903759,0.0842291977325703,0.185,32,71.083,91.188,50.979,0.284,0.284,0.311,0.257,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13158:Q96BZ8,0.0,0.0,Q13158,Q96BZ8,0.06,0.1,0.26,69.29,27.488,0.25,0.0,0,31.689,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,22930,0.0,0.1029248060902039,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q13155:Q92804,0.237411849010517,0.778,Q13155,Q92804,0.37,0.366,0.35,53.69,28.475,0.68,0.052,289,30.076,11.381,0.044,0.042,0.222,0.199,0.076,0.242,"[0.242, 0.225, 0.217, 0.217, 0.208]",19.0625,2.871621621621622,10.96706081081081,0.025,0.0416666666666666,0.0666666666666667,58300,0.0007627744932432,0.0700936826715912,0.059,5,87.727,85.476,89.978,0.315,0.315,0.295,0.335,0.023,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12899:Q9P2R7,0.089211555362909,0.667,Q12899,Q9P2R7,0.13,0.186,0.41,71.69,24.636,0.26,0.0,0,30.746,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,166080,0.0,0.1654176676586946,0.0,0,73.886,63.853,83.919,0.116,0.116,0.117,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0VG06:Q8IVF7,0.4131832311337396,0.871,Q0VG06,Q8IVF7,0.31,0.32,0.36,65.43,27.344,0.42,0.044,19,29.898,11.472,0.044,0.033,0.088,0.063,0.001,0.217,"[0.217, 0.067, 0.058, 0.058, 0.042]",0.7945516458569807,0.4863813229571984,0.6404664844070895,0.0208333333333333,0.0333333333333333,0.0416666666666666,323861,1.0489495046750023e-05,0.088868284306287,0.058,12,67.89,65.514,70.267,0.191,0.191,0.189,0.193,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06455:Q9H9T3,0.0295193200617183,0.636,Q06455,Q9H9T3,0.14,0.198,0.43,61.49,26.543,0.38,0.0,0,30.959,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,184435,0.0,0.1392171352527662,0.0,0,53.136,59.627,46.644,0.109,0.109,0.106,0.112,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q08257:Q92542,0.1078822929767983,0.686,Q08257,Q92542,0.13,0.226,0.61,82.22,19.201,0.26,0.0,0,30.459,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,432737,0.0,0.4016329386956538,0.0,0,78.131,86.039,70.224,0.103,0.103,0.104,0.102,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12834:Q5BKU9,0.4767789042605238,0.886,Q12834,Q5BKU9,0.52,0.528,0.56,68.4,21.865,0.73,0.408,6204,28.275,7.099,0.191,0.45,0.79,0.787,4.229,0.808,"[0.808, 0.792, 0.783, 0.783, 0.783]",61.923847695390776,8.843537414965986,35.383692555178385,0.2666666666666666,0.45,0.5916666666666667,116385,0.0422886589505541,0.2788893787920904,0.701,70,83.359,95.753,70.965,0.484,0.484,0.482,0.485,0.055,0,-1,non-interacting pairs,not found in same PDB complex,False
Q06455:Q6ZV60,0.1158489929706115,0.686,Q06455,Q6ZV60,0.16,0.176,0.24,52.59,28.588,0.47,0.0,0,29.983,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,27736,0.0,0.0497052914917142,0.0,0,51.251,71.111,31.391,0.177,0.177,0.181,0.173,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q11201:Q96J94,0.2364202601362832,0.778,Q11201,Q96J94,0.15,0.244,0.62,77.85,19.821,0.29,0.0,0,30.047,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,501479,0.0,0.3476696147603891,0.0,0,63.173,57.514,68.832,0.109,0.109,0.107,0.11,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12933:Q9NVH0,0.2592607192844772,0.785,Q12933,Q9NVH0,0.24,0.254,0.31,70.55,26.565,0.34,0.0,0,29.552,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,133196,0.0,0.1058048239551857,0.0,0,74.11,85.189,63.032,0.206,0.206,0.22,0.192,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q0VGL1:Q8WXS5,0.1254793310395852,0.706,Q0VGL1,Q8WXS5,0.51,0.49,0.41,58.31,25.605,0.72,0.138,414,29.476,10.343,0.096,0.125,0.45,0.406,0.492,0.55,"[0.55, 0.475, 0.467, 0.392, 0.367]",49.494949494949495,2.117647058823529,25.806298276886512,0.0666666666666667,0.125,0.2,42989,0.0049197860962566,0.1565650311753394,0.175,42,69.076,75.469,62.682,0.339,0.339,0.374,0.304,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
Q12874:Q8N6U8,0.0751962587941771,0.667,Q12874,Q8N6U8,0.23,0.262,0.39,62.27,25.964,0.36,0.0,0,29.188,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,120772,0.0,0.1138391931379017,0.0,0,62.732,69.606,55.858,0.171,0.171,0.167,0.174,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
