,ppi,co-expression,BP,CC,MF,SM,PrP,"max(SM,PrP)",PR,OR,PP,GO,EP,Total,label
6247,P30405:Q5T2W1,0.0933478689699328,0.1557291666666666,0.5,0.8782608695652173,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.1757,0.355002615,0
6249,P48551:Q5T9S5,0.6089384325743379,0.0,0.5,0.0,0.19,0.0,0.19,0.0,0.0,2.013,0.0,2.7714,1.059977358,0
6251,P55107:Q16633,-0.1555981499933917,0.1006944444444444,0.2,0.3060876623376623,0.54,0.0,0.54,0.0,0.0,0.0,0.0,2.1077,1.138158,0
6253,A0AVT1:P49888,0.1344169366894581,0.1340079365079365,0.875,0.3357142857142857,0.23,0.0,0.23,0.0,0.0,2.013,0.0,1.1757,0.544337343,0
6254,O60783:P82673,0.3208475487714203,1.0,0.6240530303030303,0.625,0.19,0.0,0.19,0.0,0.0,2.416,0.0,45.2798,20.785239392,1
6256,O75489:Q9UQC9,-0.0784044140415695,0.2485714285714285,0.3833333333333333,0.1395833333333333,0.41,2.59,2.59,0.0,0.0,1.1933,0.0,1.1757,3.6336736779,0
6257,P02671:Q8IXL6,0.2117327499170098,0.1162472943722943,0.393939393939394,0.4555480682839175,0.63,0.0,0.63,0.0,0.0,2.013,0.0,2.1077,2.672964063,1
6258,P26038:Q96J94,-0.1121286963671783,0.1479341171648864,0.3547619047619048,0.5233333333333333,2.14,0.0,2.14,0.9127,0.0,2.416,0.0,0.6688,3.1559856385024,0
6259,Q14192:Q9UBQ5,0.3894166378377693,0.1565079365079364,0.3825396825396826,0.8111111111111112,0.24,0.0,0.24,1.2535,0.0,2.013,0.0,1.5818,0.957923717256,0
6260,P0CE72:Q9NPB6,0.6194366104448031,0.0,0.3707070707070707,0.982905982905983,0.83,3.51,3.51,0.0,0.0,2.416,0.0,1.5818,13.413917088,0
6261,P01860:P50222,-0.0673616091526684,0.1158272283272283,0.3466666666666666,0.4839414040906578,0.15,0.0,0.15,0.5125,0.0,1.5978,0.0,0.4364,0.05360339385,0
6262,P21757:P39019,0.0615723883735021,0.115995670995671,0.4086378737541528,0.7017543859649122,0.0,0.0,0.0,2.3254,0.0,1.5978,0.0,1.1757,4.368341707884,0
6264,P42285:Q96MR9,0.2128187460615445,0.0714285714285714,1.0,0.175,0.54,0.0,0.54,0.0,0.6153,1.5978,0.0,1.5818,0.83975899209048,0
6266,O14964:Q9Y577,0.3206151849146723,0.2715151515151515,0.5714285714285714,0.8394746787603931,0.68,0.0,0.68,0.0,0.0,2.416,0.0,2.1077,3.462698176,1
6267,Q92917:Q9UNP9,0.6439702970368223,0.3809941520467836,0.6574646074646076,0.6701058201058201,1.52,0.0,1.52,0.0,0.0,1.5978,0.0,9.4687,22.9962150672,0
6269,A2RTY3:Q9GZQ3,0.0404374743081345,0.0,0.0,1.0,0.63,0.0,0.63,0.0,0.0,2.013,0.0,1.5818,2.006022942,0
6270,P46782:P62263,0.966333541336694,0.580595238095238,0.6812925170068027,0.7375,52.16,0.0,52.16,4.2492,5.2693,1.5978,24.11,38.174,1717453.45936307,1
6271,O75190:Q9UII2,-0.0665976738743098,0.1563011063011062,0.4066666666666666,0.8213675213675213,0.0,0.0,0.0,0.0,0.0,2.013,0.0,2.7714,5.5788282,0
6272,P01210:P62873,0.0549729303746255,0.423015873015873,0.4464639321074963,0.8865740740740741,0.68,0.0,0.68,2.3254,0.0,1.5978,0.0,1.5818,3.99650691605088,0
6273,Q86WT6:Q9H1C4,0.1021953569184601,0.1492290053276212,0.238095238095238,0.967741935483871,0.0,0.0,0.0,0.0,0.0,2.416,0.0,2.1077,5.0922032,0
6274,Q3ZLR7:Q9Y3B2,0.3176762747384357,0.0632119514472455,0.1023001508295625,0.1971916971916971,0.8,3.84,3.84,0.0,0.0,2.013,0.0,0.0,7.72992,0
6276,Q14691:Q96I27,0.4851094863266605,0.0769230769230769,1.0,0.7749999999999999,2.34,0.0,2.34,0.0,0.0,0.0,0.0,1.1757,2.751138,0
6277,P18545:P83369,-0.0664037778473258,0.102328431372549,0.2440476190476189,0.6875,0.24,0.0,0.24,0.0,0.0,2.013,0.0,2.7714,1.338918768,0
6278,P40306:Q5SQ64,0.246241762717909,0.0,0.238095238095238,1.0,0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.8888,0.506616,0
6279,O43889:P05090,0.147556923453725,0.1477566877566877,0.4095238095238095,0.9580357142857142,0.15,2.59,2.59,0.0,0.0,2.416,0.0,1.1757,7.356872208,1
6282,O60936:O94929,0.0006914184497683,0.1503016591251885,0.3611111111111111,0.9083333333333332,0.81,0.0,0.81,0.0,0.0,2.013,0.0,2.1077,3.436668081,0
6283,P62979:Q9BRS2,0.74094642764765,0.2809523809523809,0.625,0.2868279569892473,3.45,3.51,3.51,1.7951,0.6153,1.5978,0.0,9.4687,58.6537052176442,1
6284,O95298:Q53G59,0.3202550394854798,0.1289452971271153,0.3571428571428571,0.9914089347079038,0.41,0.0,0.41,0.5125,0.0,2.013,0.0,2.7714,1.172251275525,0
6285,Q15464:Q9BUZ4,0.1268563475245846,0.2441341991341991,0.4690476190476191,0.9633968253968256,0.68,23.2116,23.2116,1.7951,0.0,2.416,0.89,3.9008,349.489671328924,0
6286,Q5HYL7:Q5T4W7,-0.0461066078051554,0.1351114163614163,0.5,0.5333333333333334,0.41,0.0,0.41,0.0,0.0,0.0,0.0,2.7714,1.136274,0
6287,Q15797:Q9H237,0.3089032125310985,0.1888321995464852,0.3768518518518518,0.6571428571428571,0.0,0.0,0.0,0.0,0.0,2.416,0.0,2.1077,5.0922032,0
6288,Q96EV8:Q9Y2G8,0.155438845740972,0.2,1.0,0.0,0.41,0.0,0.41,0.0,0.0,2.013,0.0,2.1077,1.739548041,0
6291,P02724:P07438,-0.0298070222540987,0.1038600288600288,0.35,0.763265306122449,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.1757,1.40296281,0
6293,Q5SRR4:Q9Y2L1,0.265373882416137,0.0,0.3716553287981859,0.6582070707070709,0.19,0.0,0.19,0.0,0.0,1.5978,0.0,1.1757,0.35692135739999997,0
6294,Q02535:Q8NEX9,-0.0666306108011761,0.1168831168831168,0.625,0.1111111111111111,0.22,0.0,0.22,0.0,0.0,2.416,0.0,0.6915,0.36754608,0
6296,O75052:Q92585,0.0134990833174747,0.1148962148962148,0.4601010101010101,0.85,0.19,5.22,5.22,0.0,0.0,1.5978,0.0,2.7714,23.1149060424,0
6298,Q8N5T2:Q9UBU7,0.230678616006609,0.0863782051282051,0.0,0.8222883597883598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1757,1.1757,0
6299,O00154:P80098,0.0137761596291843,0.0864715531382198,0.5,0.55,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.5818,1.305506994,0
6300,P62899:Q15185,0.8179866386791862,0.1255390773247916,0.7146341463414634,0.8273273273273273,0.54,0.0,0.54,2.0764,0.0,2.416,0.0,18.4426,49.9601641879296,0
6301,P08621:P56555,-0.0397670781180986,0.3333333333333333,0.5,0.5,2.85,0.0,2.85,0.0,0.0,0.8011,0.0,1.1757,2.6842818195,0
6303,P61204:Q96H22,0.0460502022366756,0.1555555555555555,0.4803571428571428,1.0,1.55,0.0,1.55,0.5125,0.0,0.993,0.0,2.1077,1.6625840581875,0
6304,Q16348:Q5T2W1,-0.048532013772239,0.2015796703296703,0.5,0.8782608695652173,0.41,17.2067,17.2067,0.0,0.6153,2.416,181.01,1.1757,5443.52871791199,1
6305,Q14108:Q9Y6G3,0.4557179408967815,0.1055555555555555,0.2848958333333333,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9008,3.9008,0
6306,P46782:P63220,0.9298474116537948,0.7777777777777778,0.7340136054421768,0.7272727272727273,0.68,0.0,0.68,2.3254,0.0,0.0,24.11,38.174,1455.36343837808,1
6308,O60404:Q9H0U6,0.0,0.1064814814814814,0.2005208333333333,0.1476190476190476,0.54,0.0,0.54,0.0,0.0,2.013,0.0,0.5954,0.647211708,0
6309,O75554:P83876,0.3102391344345045,0.5031746031746032,0.5533730158730158,1.0,1.55,2.84462,2.84462,0.0,0.0,0.993,24.11,3.9008,265.658919523486,1
6311,P11908:Q9UHP7,0.2196960597526687,0.1428571428571428,0.3733333333333333,0.9617647058823532,0.17,0.0,0.17,0.0,0.0,1.1933,0.0,1.5818,0.3208855298,0
6312,Q9HDD0:Q9UJV3,-0.1427890860778928,0.083852524109877,0.3333333333333333,0.9852627257799672,0.89,0.0,0.89,0.5125,0.0,2.416,0.0,1.1757,1.2956190486,0
6313,O43513:O95402,0.7715077005282517,0.4797410192147034,0.455952380952381,0.8648148148148148,0.83,0.0,0.83,2.3588,0.0,2.013,24.11,1.1757,111.713771740942,1
6316,P02766:Q9NRM0,-0.0700309014034014,0.1143819143819143,0.3333333333333333,0.305050505050505,0.41,0.0,0.41,0.0,0.0,2.416,0.0,2.7714,2.745237984,0
6317,P60709:Q9NPH3,-0.0069129528950929,0.1540201118326118,0.9125,0.1591836734693877,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
6318,P54578:P62191,0.7967234422764714,0.6842105263157894,0.8616541353383458,0.927020202020202,3.82,0.0,3.82,2.3254,158.1204,1.5978,5.86,18.4426,242544.323674048,1
6319,Q8IXL7:Q8WW18,-0.0711815826125528,0.0,0.0,1.0,0.22,3.51,3.51,0.0,0.0,0.0,0.0,1.5818,5.552118,0
6320,P16066:Q0VG06,0.132298591379032,0.0909090909090909,0.324074074074074,0.475,0.8,7.37,7.37,0.0,0.0,2.013,0.0,3.9008,57.871527648,0
6321,O75683:P46778,0.7387458394306977,0.1157407407407407,0.4062770562770561,0.4166666666666666,0.15,0.0,0.15,2.0764,0.0,2.013,0.0,2.1077,1.321462519146,0
6322,P62805:P62837,0.2599855565435026,0.0931485181485181,0.509090909090909,0.8641381766381769,2.31,0.0,2.31,4.2492,3.1392,0.9878,0.0,2.1077,64.1528501496599,0
6324,O15239:P57103,0.2736660042450586,0.135084471084471,0.2425865800865801,0.1378367003367003,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.1757,2.8404912,0
6326,Q10586:Q15528,0.1015022542150209,0.6842105263157894,0.4208333333333333,0.9771428571428572,0.62,0.0,0.62,0.0,0.0,2.013,0.0,2.7714,3.458873484,0
6327,P43628:Q03395,-0.1385692071755215,0.1371825396825396,0.625,1.0,0.24,0.0,0.24,0.0,0.0,0.9878,0.0,1.1757,0.2787255504,0
6330,Q14699:Q9HD33,0.4139494913220941,0.1111111111111111,0.1879084967320261,0.1428571428571428,0.17,0.0,0.17,0.0,0.0,2.013,0.0,1.1757,0.402336297,0
6331,P98172:Q9Y450,-0.0384896398927316,0.1468885281385281,0.3638095238095238,0.4189814814814814,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
6334,Q969T4:Q9Y5W9,0.2228091808205562,0.0684523809523809,0.2797619047619047,0.8933333333333332,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.1757,0.970340481,0
6336,O43674:Q71UI9,0.4471910849691263,0.1454545454545454,0.35,0.3333333333333333,0.58,0.0,0.58,1.2535,0.0,1.5978,0.0,9.4687,10.9993014738858,0
6338,P59910:P62753,0.0366050586186408,0.1130853994490358,0.6630952380952381,0.6885964912280702,0.19,0.0,0.19,3.5815,0.0,1.5978,0.0,1.5818,1.7198578162194,0
6341,Q8WUQ7:Q9ULR0,0.838439844354699,0.5345238095238096,0.7703809523809524,0.9791666666666666,0.62,0.0,0.62,0.0,0.0,2.013,0.0,5.6875,7.09834125,0
6343,Q5XUX0:Q9UBU7,0.1262330505278954,0.1051587301587301,0.4646464646464646,0.8222883597883598,0.41,2.59,2.59,0.0,0.0,2.416,0.0,1.1757,7.356872208,0
6344,P25788:Q9BQP9,-0.024401253127752,0.0,0.5,0.5,0.54,0.0,0.54,0.0,0.0,0.993,0.0,1.1757,0.630433854,0
6345,O43543:Q9BUI4,0.4793791759995054,0.0976346093993152,0.5444444444444444,0.9675213675213676,0.63,0.0,0.63,0.5125,0.0,2.013,0.0,2.7714,1.801264155075,0
6347,O15379:P07360,-0.1415668862355681,0.1696428571428571,0.4074074074074074,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.1757,1.40296281,0
6348,Q16552:Q7Z449,0.1076494789509905,0.193030303030303,0.2785714285714286,0.1744588744588744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7714,2.7714,0
6349,Q13868:Q562F6,0.3039432355179364,0.1902777777777777,0.8060606060606059,1.0,0.24,0.0,0.24,0.5125,0.0,1.1933,0.0,9.4687,1.38977696433,0
6350,Q96QZ0:Q99062,-0.0470364881858379,0.169047619047619,0.5772727272727273,0.2749999999999999,0.0,2.59,2.59,0.0,0.0,2.416,0.0,1.1757,7.356872208,0
6351,P07766:P0CF51,0.1570993283551992,0.4145299145299145,0.4537037037037037,0.5,0.34,0.0,0.34,0.0,0.0,2.013,0.0,0.0,0.68442,0
6353,P06307:Q10981,-0.0995576399766588,0.1682828282828282,0.2023809523809523,0.4338151927437642,0.15,0.0,0.15,0.0,0.0,2.013,0.0,2.7714,0.83682423,0
6354,P04259:Q9NQT5,0.0652287121426391,0.1003953562777092,0.4145337301587301,0.9495,0.54,0.0,0.54,0.9127,0.0,1.5978,0.0,1.5818,1.24564932891432,0
6355,Q66K66:Q9H3D4,-0.2186962210183678,0.1212411152066324,0.3046875,0.0,0.17,0.0,0.17,0.0,0.0,2.416,0.0,2.1077,0.865674544,0
6356,P39900:Q96D46,-0.0961774083740573,0.1830411010558069,0.5666666666666667,0.2299999999999999,0.45,0.0,0.45,0.0,0.0,1.1933,0.0,1.5818,0.849402873,0
6357,O14810:P49674,0.0275862292499046,0.1309573528323528,0.8380208333333334,0.6778851540616246,0.19,0.0,0.19,4.0064,0.0,2.013,0.0,2.1077,3.2296873209216,0
6360,Q99584:Q9NYF3,-0.0409236583313008,0.5,1.0,1.0,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
6362,P63104:Q9P0K1,0.1275008185474454,0.212797619047619,0.3370370370370369,0.8766233766233765,0.0,141.35,141.35,0.9127,5.2693,2.013,0.4,1.1757,643.542262430195,1
6363,O95297:Q9UNM6,0.6586170342728178,0.0969696969696969,0.4645050125313283,0.8333333333333334,0.24,0.0,0.24,2.3254,0.0,1.5978,0.0,3.9008,3.47844395695104,0
6364,P68371:Q9H2X6,-0.1311892099928698,0.1265185297793993,0.4699792960662525,0.3923180592991914,0.0,6.44772,6.44772,0.0,0.0,1.5978,5.86,2.1077,127.243321678992,0
6365,P0CG08:Q53GS7,0.6977375370809636,0.3586309523809524,0.2582706766917293,0.9759562841530056,7.38,0.0,7.38,0.0,0.0,2.013,0.0,5.6875,84.49315875,0
6366,Q8TAE8:Q9P2U7,0.0085389028757254,0.089543512043512,0.2271825396825396,0.1194444444444444,0.19,0.0,0.19,0.5125,0.0,2.013,0.0,2.1077,0.4131426597375,0
6367,P62244:Q8N2E2,-0.036327553282706,0.0,0.5,1.0,18.4,0.0,18.4,0.0,0.0,0.993,0.0,1.1757,21.48144984,0
6368,O00217:O15239,0.5119596349616602,0.3496969696969697,0.609375,1.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,18.4426,22.00755458,1
6369,Q5T2W1:Q6P996,0.0541073695572476,0.1,0.2269230769230769,0.2888888888888889,0.0,0.0,0.0,0.0,0.0,2.416,0.0,2.1077,5.0922032,0
6376,P21796:Q9BV81,0.5081979962351402,0.106060606060606,0.4037037037037037,0.904,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,9.4687,3.6309813264,0
6377,Q4G0W2:Q9NWT6,0.5850387686542673,0.1636363636363636,0.0,0.1337387955365483,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.5818,0.47762451,0
6380,O00478:Q15393,0.5499185438482328,0.113974796649429,0.293073593073593,0.925925925925926,0.62,0.0,0.62,2.0764,0.0,0.993,0.0,1.5818,2.0221041914832,0
6381,Q15382:Q9BYX7,-0.0582176198308289,0.1898148148148148,0.3624242424242424,0.4006734006734007,0.41,2.59,2.59,0.0,0.6153,2.013,0.0,0.4364,1.3999586102964,0
6382,P31260:Q93015,0.0929709541728184,0.0888888888888888,0.8333333333333334,0.3858333333333333,0.54,0.0,0.54,0.5125,0.0,1.5978,0.0,0.6915,0.305775180225,0
6384,P40855:Q15113,0.4668405582902649,0.1833333333333333,0.3166666666666667,0.7352941176470588,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.8888,2.1473408,0
6385,A6ND91:Q9BTT0,0.1120737226110054,0.0767773892773892,0.0,0.1493197278911564,0.94,3.66,3.66,0.0,0.0,2.013,0.0,1.5818,11.654038044,0
6386,O75843:Q16514,0.1696994609405028,0.0842732267732267,0.3373737373737374,0.7660256410256411,0.28,0.0,0.28,0.0,0.0,2.013,0.0,2.7714,1.562071896,0
6387,P50440:Q5SR56,-0.3870799355010845,0.1111111111111111,0.3333333333333333,0.9898648648648648,0.0,2.59,2.59,0.0,0.0,1.5978,0.0,2.1077,8.7222991254,0
6388,P52435:Q03591,-0.1524465651287222,0.0668650793650793,0.4583333333333333,0.9705882352941176,0.63,0.0,0.63,0.0,0.0,0.993,0.0,1.1757,0.735506163,0
6391,O75530:P05120,0.0629166627861685,0.1089743589743589,0.4305555555555556,0.2,1.55,0.0,1.55,0.0,0.6153,1.5978,0.0,2.1077,3.2118098495679,0
6394,P40227:Q13885,-0.1200674497798092,0.2375,0.3314814814814815,0.7632936507936507,118.38,0.0,118.38,0.0,0.6153,2.416,0.0,2.1077,370.912078616285,1
6395,O95006:Q969H6,-0.1004690247956791,0.0804195804195804,0.15,0.1588541666666666,0.62,0.0,0.62,0.0,0.0,2.013,0.0,0.8888,1.109275728,0
6396,Q3LIE5:Q9UBZ9,0.5933062647547254,0.0,0.5,0.1590201465201465,0.54,0.0,0.54,0.0,0.0,2.013,0.0,3.9008,4.240247616,0
6398,P49768:Q9NZ42,0.3715153757207121,0.5437500000000001,0.6541666666666668,0.8991596638655461,292.74,0.0,292.74,0.0,13.3811,0.0,181.01,9.4687,6713775.42473771,1
6399,P84103:Q4J6C6,-0.1185333846787746,0.1308621933621933,0.2583333333333333,0.1809523809523809,0.17,0.0,0.17,0.5125,0.0,2.013,0.0,5.6875,0.9974886796875,0
6402,Q17RD7:Q9BUI4,-0.1609735408500111,0.0,0.0,0.9675213675213676,0.41,0.0,0.41,0.0,0.0,2.416,0.0,0.7126,0.705873056,0
6403,P62306:P83876,0.4771898034726685,0.5031746031746032,0.5533730158730158,1.0,0.54,0.0,0.54,0.0,13.3811,2.013,24.11,45.2798,15879.2893085326,1
6404,O43513:O60244,0.5855314096813306,0.5765625,0.4861111111111111,0.7538095238095237,0.24,0.0,0.24,1.7092,30.1977,0.0,24.11,3.9008,1165.00794321362,1
6406,A2RRH5:Q9BZJ0,0.7827287808304415,0.0,0.5430272108843538,0.625,7.06,3.66,7.06,0.0,0.6153,1.5978,0.0,0.6915,4.7996129606166,0
6408,Q9NQ30:Q9UKL0,0.0624973253916653,0.1219954648526077,0.325,0.956989247311828,0.22,0.0,0.22,0.0,0.0,2.416,0.0,1.1757,0.624908064,0
6409,Q02108:Q9H3M7,0.3820244576930535,0.1713488266119845,0.6666666666666666,0.8358974358974359,0.17,0.0,0.17,0.0,0.0,2.416,0.0,2.1077,0.865674544,0
6411,P06899:P53990,0.2811644054296031,0.2003720238095238,0.4676020408163264,0.9418604651162792,0.62,0.0,0.62,0.0,0.0,2.013,0.0,2.1077,2.630536062,0
6414,Q92934:Q9UH99,0.3673287569452869,0.131998556998557,0.247069597069597,0.9477272727272726,0.54,0.0,0.54,0.9127,0.0,0.0,0.0,2.1077,1.0387968066,0
6415,O43504:Q9Y2Q5,0.4424653739169867,0.4243182743182743,0.7029261518623224,0.9435626102292768,77.86,0.0,77.86,1.7951,0.0,2.013,0.0,18.4426,5188.82433553835,1
6416,Q7Z3S9:Q9H1D9,0.1638834209612605,0.09382215007215,0.2777777777777778,0.9078189300411522,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0.8888,0.479952,0
6417,P04440:Q9ULM3,0.2836823991407287,0.1369312169312169,0.2063973063973063,0.6666666666666666,1.52,3.84,3.84,0.5125,0.0,2.013,0.0,0.8888,3.5210558592,0
6418,Q68CK6:Q96D46,-0.0312558632704016,0.1070165945165945,0.2375,0.2199999999999999,2.31,0.0,2.31,0.0,0.0,1.1933,0.0,1.5818,4.3602680814,0
6419,Q9NPE3:Q9UDW1,-0.0933025177252078,0.0876068376068376,0.1944444444444444,0.5625,0.19,0.0,0.19,0.5125,0.0,1.1933,0.0,45.2798,5.2614035224825,0
6420,P55769:Q96RK1,-0.1429146548772152,0.0888888888888888,0.5666666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.9878,0.0,1.1757,1.16135646,0
6421,Q8IVW1:Q92667,0.2411587737776992,0.125,0.374074074074074,0.1208333333333333,2.32,0.0,2.32,0.0,0.0,1.1933,0.0,2.1077,5.8350747112,0
6422,P53365:Q9P260,0.5455389243692759,0.1666666666666666,0.1875,0.0,0.71,7.37,7.37,0.5125,0.0,2.416,0.0,1.5818,14.4347696812,0
6424,Q5JVG2:Q86VX2,0.6560194383926797,0.2329545454545454,0.3333333333333333,0.1895424836601307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1757,1.1757,0
6426,Q5TH74:Q9P015,-0.1677896166820781,0.0833333333333333,0.3492424242424242,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,2.1077,0.400463,0
6428,P16035:Q15814,-0.0422923564106139,0.1694444444444444,0.3666666666666667,0.7685185185185185,0.19,0.0,0.19,0.0,0.0,2.013,0.0,1.5818,0.604991046,0
6430,P51114:P51116,0.6254067666963931,0.3371871184371184,0.4150793650793651,0.9694656488549618,263.49,5.24327,263.49,0.9127,43.6808,2.416,0.0,1.1757,29838.4472882925,1
6431,O75884:Q01094,0.2097815394062782,0.2043154642292573,0.7829457364341085,0.8254629629629631,0.41,0.0,0.41,2.3254,0.0,2.013,0.89,1.5818,2.70188510782436,0
6432,Q4G0U5:Q9BYD2,-0.0630198220139323,0.1180555555555555,0.1850793650793651,0.6799999999999999,0.62,0.0,0.62,0.0,0.0,2.013,0.0,0.7126,0.889367556,0
6434,A6ND01:Q75V66,-0.0540724967685313,0.163095238095238,0.7066666666666667,0.2808080808080808,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.8888,2.1473408,0
6435,F8WBI6:Q15910,-0.0853094553407582,0.1051075286369403,0.2003968253968254,0.0,0.62,5.22,5.22,1.2535,0.0,0.993,0.0,0.4364,2.835494646804,0
6436,P41091:Q9Y5W5,-0.365109901304653,0.1384920634920635,0.5,1.0,0.41,0.0,0.41,0.0,0.0,1.1933,0.0,1.1757,0.5752147521,0
6437,O60733:Q93034,0.418256917143201,0.092877298140456,0.5305555555555556,0.8603120243531203,0.64,0.0,0.64,0.0,0.6153,2.416,0.0,2.7714,2.6367140395008,0
6440,P20853:Q9BYV8,-0.1073895509568967,0.1339285714285714,0.4580459770114943,0.3333333333333333,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,2.1077,0.505152459,0
6441,P40337:Q9NYV4,0.6560943261464232,0.2549586421490446,0.5282828282828281,0.2919146825396825,0.54,3.51,3.51,1.7951,0.6153,2.013,0.0,3.9008,30.4424875642539,0
6442,P48551:Q96EN8,0.0044316836223805,0.1152777777777777,0.5,0.5851190476190476,0.41,0.0,0.41,0.0,0.0,1.5978,0.0,2.1077,1.3807500546,0
6443,O95863:Q8NGP2,0.0,0.125,0.3333333333333333,0.1666666666666666,0.17,0.0,0.17,0.0,0.0,2.013,0.0,1.1757,0.402336297,0
6444,P40337:Q9BQI0,0.0047372257357135,0.2083333333333333,0.2238095238095238,0.5666666666666667,0.94,0.0,0.94,0.9127,0.0,2.013,0.0,1.5818,2.7318147790692,0
6446,P10747:Q96MZ0,-0.1698121517853011,0.0,0.2,0.0,0.15,3.51,3.51,0.0,0.0,2.013,0.0,0.6915,4.885883145,0
6447,Q8NB91:Q9NXH8,0.3525793592126408,0.0,0.3352380952380952,0.1180555555555555,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.1757,2.8404912,0
6448,Q14576:Q6P587,-0.187786742472529,0.1111111111111111,0.1696428571428571,0.5142857142857145,0.41,0.0,0.41,0.0,0.0,1.5978,0.0,0.6688,0.4381295424,0
6451,Q9BUI4:Q9Y535,0.3653010299891935,0.3433333333333333,0.536111111111111,0.4537037037037037,2.49,0.0,2.49,0.0,3.1392,2.013,69.61,9.4687,10371.0827223471,1
6452,O60888:P08833,-0.2555883046065367,0.1699649556792413,0.3999999999999999,0.7564102564102566,0.63,0.0,0.63,0.0,0.0,1.5978,0.0,0.7962,0.8014660668,0
6459,P24588:Q8IWU4,-0.0646941159720227,0.1120510662177328,0.4580423280423281,0.9413832199546486,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.5818,17.08344,0
6461,O00506:Q8IWT0,0.4574145742828914,0.1111111111111111,0.3833333333333333,0.9333333333333332,0.15,0.0,0.15,0.5125,0.0,1.5978,0.0,1.5818,0.194293878075,0
6462,P07814:Q96EX1,0.306679237632004,0.0,0.6,1.0,0.68,0.0,0.68,0.0,0.0,2.013,0.0,2.7714,3.793603176,0
6463,P48448:Q9Y421,0.1416232910484072,0.2,0.3636363636363636,0.625,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.5818,0.57324432,0
6464,P34096:Q9BUE0,0.1780546028792748,0.0574122807017543,0.2285714285714286,0.3228070175438596,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,1.1757,0.281780019,0
6467,P08908:Q86XF7,0.2184225753438255,0.1428571428571428,0.1666666666666666,0.9111111111111112,0.54,0.0,0.54,0.0,0.6153,2.013,0.0,5.6875,3.804046871625,0
6470,Q9BVS5:Q9Y2Q5,0.4415577285573003,0.0766190182366653,0.1073286052009455,0.9435626102292768,0.41,0.0,0.41,0.0,0.0,1.1933,0.0,2.1077,1.0311985481,0
6472,O75558:Q86XW9,-0.2217981891252597,0.0769230769230769,0.3,0.125,0.41,0.0,0.41,0.0,0.0,2.416,0.0,0.8888,0.880409728,0
6473,Q96BP3:Q9Y3C7,0.6423174539257763,0.291530910609858,0.3833333333333333,0.1607142857142857,0.19,7.64793,7.64793,0.0,0.6153,2.013,0.31,18.4426,54.1574783865718,0
6474,O95156:P62277,-0.1378538226203023,0.1074074074074074,0.3892857142857143,0.6168253968253966,0.68,0.0,0.68,3.8142,0.0,0.993,0.0,0.8888,2.2891047626304,0
6475,P35270:Q8IWT0,0.0037143566297838,0.1,0.3833333333333333,0.1413690476190476,0.15,0.0,0.15,0.0,0.0,2.013,0.0,2.7714,0.83682423,0
6476,P0C0L4:Q13323,-0.1449195627010445,0.1138125763125763,0.3333333333333333,1.0,0.61,0.0,0.61,0.0,0.0,2.013,0.0,0.4364,0.535868652,0
6479,P18507:Q15050,-0.196533107548376,0.1242559523809523,0.2299319727891156,0.7666666666666667,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,0.7962,0.3053204064,0
6480,O14874:Q9Y3B2,0.6047340512018187,0.2285714285714285,0.1837789661319073,0.96875,0.54,0.0,0.54,0.0,0.0,2.013,0.0,5.6875,6.18242625,0
6485,Q96RK0:Q9UBI6,0.2608999321500683,0.1339285714285714,0.2083333333333333,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.7126,1.4344638,0
6487,P25788:Q53GL0,0.2078348856676814,0.0814754689754689,0.3999999999999999,1.0,0.62,0.0,0.62,0.9127,0.0,1.5978,0.0,2.1077,1.90568428389444,0
